playerID,sportCode,team_id,team_abbrev,team_name,positionCode,firstName,lastName,dateOfBirth,height,weight,number,college,birthCountry,birthCityState,draftYear,playerID,totalGoals,assists,saves
269844,FIF,205,BRA,Brazil,F,Gabriel,Martinelli,2001-06-18,"5' 10""",161.0,22,NULL,Brazil,NULL,NULL,269844,1,0,0
301894,FIF,205,BRA,Brazil,F,Igor,Thiago,2001-06-26,"6' 3""",207.0,25,NULL,Brazil,NULL,NULL,301894,0,0,0
304215,FIF,205,BRA,Brazil,M,Luiz,Henrique,2001-01-02,"6' 0""",170.0,21,NULL,Brazil,NULL,NULL,304215,0,0,0
346612,FIF,205,BRA,Brazil,F,Endrick,,2006-07-21,"5' 8""",148.0,19,NULL,Brazil,NULL,NULL,346612,0,0,0
357719,FIF,205,BRA,Brazil,F,Rayan,,2006-08-03,"6' 2""",192.0,26,NULL,Brazil,NULL,NULL,357719,0,1,0
159382,FIF,206,CAN,Canada,G,Maxime,Crépeau,1994-05-11,"5' 11""",192.0,16,NULL,Canada,NULL,NULL,159382,0,0,6
231059,FIF,206,CAN,Canada,G,Dayne,St. Clair,1997-05-09,"6' 3""",190.0,1,NULL,Canada,NULL,NULL,231059,0,0,0
330618,FIF,206,CAN,Canada,G,Owen,Goodman,2003-11-27,"6' 4""",203.0,18,NULL,Canada,NULL,NULL,330618,0,0,0
230626,FIF,206,CAN,Canada,D,Richie,Laryea,1995-01-07,"5' 9""",150.0,22,NULL,Canada,NULL,NULL,230626,0,0,0
236721,FIF,206,CAN,Canada,D,Alphonso,Davies,2000-11-02,"6' 1""",170.0,19,NULL,Canada,NULL,NULL,236721,0,0,0
236890,FIF,206,CAN,Canada,D,Joel,Waterman,1996-01-24,"6' 2""",172.0,5,NULL,Canada,NULL,NULL,236890,0,0,0
238712,FIF,206,CAN,Canada,D,Derek,Cornelius,1997-11-25,"6' 2""",190.0,13,NULL,Canada,NULL,NULL,238712,0,0,0
240589,FIF,206,CAN,Canada,D,Alfie,Jones,1997-10-07,"6' 3""",194.0,3,NULL,Canada,NULL,NULL,240589,0,0,0
293691,FIF,206,CAN,Canada,D,Alistair,Johnston,1998-10-08,"5' 11""",170.0,2,NULL,Canada,NULL,NULL,293691,0,0,0
358975,FIF,206,CAN,Canada,D,Moïse,Bombito,2000-03-30,"6' 3""",183.0,15,NULL,Canada,NULL,NULL,358975,0,0,0
365345,FIF,206,CAN,Canada,D,Luc,de Fougerolles,2005-10-12,"6' 0""",159.0,4,NULL,Canada,NULL,NULL,365345,0,0,0
184221,FIF,206,CAN,Canada,M,Jonathan,Osorio,1992-06-12,"5' 9""",150.0,21,NULL,Canada,NULL,NULL,184221,0,0,0
270505,FIF,206,CAN,Canada,M,Stephen,Eustáquio,1996-12-21,"5' 10""",152.0,7,NULL,Canada,NULL,NULL,270505,1,0,0
274296,FIF,206,CAN,Canada,M,Mathieu,Choinière,1999-02-07,"5' 9""",150.0,6,NULL,Canada,NULL,NULL,274296,0,0,0
311163,FIF,206,CAN,Canada,M,Nathan,Saliba,2004-02-07,"5' 11""",157.0,25,NULL,Canada,NULL,NULL,311163,1,2,0
325001,FIF,206,CAN,Canada,M,Ismaël,Koné,2002-06-16,"6' 2""",168.0,8,NULL,Canada,NULL,NULL,325001,0,0,0
340228,FIF,206,CAN,Canada,M,Ali,Ahmed,2000-10-10,"5' 11""",163.0,20,NULL,Canada,NULL,NULL,340228,0,0,0
363538,FIF,206,CAN,Canada,M,Niko,Sigur,2003-09-09,"5' 11""",170.0,23,NULL,Canada,NULL,NULL,363538,0,0,0
205024,FIF,206,CAN,Canada,F,Cyle,Larin,1995-04-17,"6' 2""",203.0,9,NULL,Canada,NULL,NULL,205024,2,0,0
271879,FIF,206,CAN,Canada,F,Liam,Millar,1999-09-27,"5' 11""",159.0,11,NULL,Canada,NULL,NULL,271879,0,0,0
273499,FIF,206,CAN,Canada,F,Jonathan,David,2000-01-14,"5' 10""",179.0,10,NULL,Canada,NULL,NULL,273499,3,0,0
280612,FIF,206,CAN,Canada,F,Jayden,Nelson,2002-09-26,"5' 7""",148.0,26,NULL,Canada,NULL,NULL,280612,0,0,0
284769,FIF,206,CAN,Canada,F,Tajon,Buchanan,1999-02-08,"6' 0""",150.0,17,NULL,Canada,NULL,NULL,284769,0,0,0
286214,FIF,206,CAN,Canada,F,Jacob,Shaffelburg,1999-11-26,"5' 11""",161.0,14,NULL,Canada,NULL,NULL,286214,0,0,0
294039,FIF,206,CAN,Canada,F,Tani,Oluwaseyi,2000-05-15,"6' 2""",174.0,12,NULL,Canada,NULL,NULL,294039,0,0,0
318522,FIF,206,CAN,Canada,F,Promise,David,2001-07-03,"6' 5""",201.0,24,NULL,Canada,NULL,NULL,318522,1,1,0
181330,FIF,2597,CPV,Cape Verde,G,Vozinha,,1986-06-03,"6' 2""",161.0,1,NULL,Cape Verde Islands,NULL,NULL,181330,0,0,18
260758,FIF,2597,CPV,Cape Verde,G,Márcio,Rosa,1997-02-23,"6' 1""",181.0,12,NULL,Cape Verde Islands,NULL,NULL,260758,0,0,0
265874,FIF,2597,CPV,Cape Verde,G,CJ,dos Santos,2000-08-24,"6' 3""",168.0,23,NULL,Cape Verde Islands,NULL,NULL,265874,0,0,0
148146,FIF,2597,CPV,Cape Verde,D,Stopira,,1988-05-20,"5' 10""",159.0,2,NULL,Cape Verde Islands,NULL,NULL,148146,0,0,0
180113,FIF,2597,CPV,Cape Verde,D,Steven,Moreira,1994-08-13,"5' 10""",159.0,22,NULL,Cape Verde Islands,NULL,NULL,180113,0,0,0
214683,FIF,2597,CPV,Cape Verde,D,Diney,Borges,1995-01-17,"6' 1""",172.0,3,NULL,Cape Verde Islands,NULL,NULL,214683,0,0,0
257716,FIF,2597,CPV,Cape Verde,D,Pico,Lopes,1992-06-17,"6' 1""",183.0,4,NULL,Cape Verde Islands,NULL,NULL,257716,0,0,0
271129,FIF,2597,CPV,Cape Verde,D,Logan,Costa,2001-04-01,"6' 3""",201.0,5,NULL,Cape Verde Islands,NULL,NULL,271129,0,0,0
332394,FIF,2597,CPV,Cape Verde,D,Sidny,Lopes Cabral,2002-09-18,"5' 9""",161.0,13,NULL,Cape Verde Islands,NULL,NULL,332394,1,0,0
365810,FIF,2597,CPV,Cape Verde,D,Wagner,Pina,2002-11-03,"5' 11""",159.0,24,NULL,Cape Verde Islands,NULL,NULL,365810,0,0,0
378479,FIF,2597,CPV,Cape Verde,D,Kelvin,Pires,2000-06-05,"6' 4""",185.0,25,NULL,Cape Verde Islands,NULL,NULL,378479,0,0,0
101251,FIF,2597,CPV,Cape Verde,M,Yannick,Semedo,1995-12-29,"5' 9""",130.0,16,NULL,Cape Verde Islands,NULL,NULL,101251,0,1,0
222236,FIF,2597,CPV,Cape Verde,M,Laros,Duarte,1997-02-28,"5' 11""",159.0,15,NULL,Cape Verde Islands,NULL,NULL,222236,0,0,0
227441,FIF,2597,CPV,Cape Verde,M,Jamiro,Monteiro,1993-11-23,"5' 9""",150.0,10,NULL,Cape Verde Islands,NULL,NULL,227441,0,0,0
246442,FIF,2597,CPV,Cape Verde,M,Deroy,Duarte,1999-07-04,"5' 10""",152.0,14,NULL,Cape Verde Islands,NULL,NULL,246442,1,0,0
304076,FIF,2597,CPV,Cape Verde,M,Telmo,Arcanjo,2001-06-21,"5' 11""",172.0,18,NULL,Cape Verde Islands,NULL,NULL,304076,0,0,0
318631,FIF,2597,CPV,Cape Verde,M,João,Paulo,1998-05-26,"5' 11""",163.0,8,NULL,Cape Verde Islands,NULL,NULL,318631,0,0,0
327173,FIF,2597,CPV,Cape Verde,M,Kevin,Pina,1997-01-27,"5' 11""",174.0,6,NULL,Cape Verde Islands,NULL,NULL,327173,1,0,0
135216,FIF,2597,CPV,Cape Verde,F,Ryan,Mendes,1990-01-08,"5' 10""",152.0,20,NULL,Cape Verde Islands,NULL,NULL,135216,0,1,0
175012,FIF,2597,CPV,Cape Verde,F,Garry,Rodrigues,1990-11-27,"5' 8""",150.0,11,NULL,Cape Verde Islands,NULL,NULL,175012,0,0,0
224798,FIF,2597,CPV,Cape Verde,F,Nuno,da Costa,1991-02-10,"6' 0""",150.0,21,NULL,Cape Verde Islands,NULL,NULL,224798,0,0,0
250059,FIF,2597,CPV,Cape Verde,F,Jovane,Cabral,1998-06-14,"5' 9""",159.0,7,NULL,Cape Verde Islands,NULL,NULL,250059,0,0,0
271675,FIF,2597,CPV,Cape Verde,F,Willy,Semedo,1994-04-27,"6' 1""",150.0,17,NULL,Cape Verde Islands,NULL,NULL,271675,0,0,0
310261,FIF,2597,CPV,Cape Verde,F,Gilson,Benchimol,2001-12-29,"6' 2""",172.0,9,NULL,Cape Verde Islands,NULL,NULL,310261,0,0,0
330211,FIF,2597,CPV,Cape Verde,F,Dailon,Livramento,2001-05-04,"6' 1""",161.0,19,NULL,Cape Verde Islands,NULL,NULL,330211,0,0,0
366092,FIF,2597,CPV,Cape Verde,F,Hélio,Varela,2002-05-03,"5' 9""",159.0,26,NULL,Cape Verde Islands,NULL,NULL,366092,1,0,0
121842,FIF,208,COL,Colombia,G,David,Ospina,1988-08-31,"6' 0""",172.0,1,NULL,Colombia,NULL,NULL,121842,0,0,0
166323,FIF,208,COL,Colombia,G,Álvaro,Montero,1995-03-29,"6' 7""",214.0,24,NULL,Colombia,NULL,NULL,166323,0,0,0
185147,FIF,208,COL,Colombia,G,Camilo,Vargas,1989-03-09,"6' 0""",192.0,12,NULL,Colombia,NULL,NULL,185147,0,0,6
146679,FIF,208,COL,Colombia,D,Daniel,Muñoz,1996-05-26,"5' 11""",172.0,2,NULL,Colombia,NULL,NULL,146679,2,0,0
164756,FIF,208,COL,Colombia,D,Santiago,Arias,1992-01-13,"5' 10""",168.0,4,NULL,Colombia,NULL,NULL,164756,0,0,0
173247,FIF,208,COL,Colombia,D,Johan,Mojica,1992-08-21,"6' 1""",174.0,17,NULL,Colombia,NULL,NULL,173247,0,0,0
196901,FIF,208,COL,Colombia,D,Yerry,Mina,1994-09-23,"6' 5""",216.0,13,NULL,Colombia,NULL,NULL,196901,0,0,0
197105,FIF,208,COL,Colombia,D,Davinson,Sánchez,1996-06-12,"6' 2""",181.0,23,NULL,Colombia,NULL,NULL,197105,0,0,0
197401,FIF,208,COL,Colombia,D,Deiver,Machado,1993-09-02,"5' 11""",163.0,22,NULL,Colombia,NULL,NULL,197401,0,0,0
227697,FIF,208,COL,Colombia,D,Jhon,Lucumí,1998-06-26,"6' 2""",183.0,3,NULL,Colombia,NULL,NULL,227697,0,0,0
270229,FIF,208,COL,Colombia,D,Willer,Ditta,1998-01-23,"5' 11""",174.0,18,NULL,Colombia,NULL,NULL,270229,0,0,0
82816,FIF,208,COL,Colombia,M,James,Rodríguez,1991-07-12,"5' 11""",161.0,10,NULL,Colombia,NULL,NULL,82816,0,0,0
94976,FIF,208,COL,Colombia,M,Juan,Portilla,1998-09-12,"6' 0""",174.0,15,NULL,Colombia,NULL,NULL,94976,0,0,0
177780,FIF,208,COL,Colombia,M,Juan Fernando,Quintero,1993-01-18,"5' 6""",157.0,20,NULL,Colombia,NULL,NULL,177780,0,1,0
197399,FIF,208,COL,Colombia,M,Jefferson,Lerma,1994-10-25,"5' 10""",183.0,16,NULL,Colombia,NULL,NULL,197399,0,0,0
208700,FIF,208,COL,Colombia,M,Jorge,Carrascal,1998-05-25,"5' 11""",163.0,8,NULL,Colombia,NULL,NULL,208700,0,0,0
239566,FIF,208,COL,Colombia,M,Jhon,Arias,1997-09-21,"5' 6""",181.0,11,NULL,Colombia,NULL,NULL,239566,1,0,0
255295,FIF,208,COL,Colombia,M,Jáminton,Campaz,2000-05-24,"5' 5""",163.0,21,NULL,Colombia,NULL,NULL,255295,1,0,0
301520,FIF,208,COL,Colombia,M,Richard,Ríos,2000-06-02,"6' 1""",185.0,6,NULL,Colombia,NULL,NULL,301520,0,0,0
307756,FIF,208,COL,Colombia,M,Kevin,Castaño,2000-09-29,"5' 10""",161.0,5,NULL,Colombia,NULL,NULL,307756,0,0,0
341736,FIF,208,COL,Colombia,M,Gustavo,Puerta,2003-07-23,"5' 9""",152.0,14,NULL,Colombia,NULL,NULL,341736,0,1,0
176058,FIF,208,COL,Colombia,F,Jhon,Córdoba,1993-05-11,"6' 2""",185.0,9,NULL,Colombia,NULL,NULL,176058,0,0,0
257390,FIF,208,COL,Colombia,F,Luis,Díaz,1997-01-13,"5' 11""",152.0,7,NULL,Colombia,NULL,NULL,257390,1,1,0
272722,FIF,208,COL,Colombia,F,Luis,Suárez,1997-12-02,"5' 11""",183.0,25,NULL,Colombia,NULL,NULL,272722,0,1,0
330924,FIF,208,COL,Colombia,F,Andrés,Gómez,2002-09-12,"5' 7""",157.0,26,NULL,Colombia,NULL,NULL,330924,0,0,0
336809,FIF,208,COL,Colombia,F,Cucho,Hernández,1999-04-20,"5' 9""",172.0,19,NULL,Colombia,NULL,NULL,336809,0,1,0
211669,FIF,2850,COD,Congo DR,G,Lionel,Mpasi,1994-08-01,"6' 0""",161.0,1,NULL,Congo DR,NULL,NULL,211669,0,0,14
282757,FIF,2850,COD,Congo DR,G,Timothy,Fayulu,1999-07-24,"6' 4""",183.0,16,NULL,Congo DR,NULL,NULL,282757,0,0,0
319371,FIF,2850,COD,Congo DR,G,Matthieu,Epolo,2005-01-15,"6' 0""",163.0,21,NULL,Congo DR,NULL,NULL,319371,0,0,0
165892,FIF,2850,COD,Congo DR,D,Arthur,Masuaku,1993-11-07,"5' 10""",152.0,26,NULL,Congo DR,NULL,NULL,165892,0,1,0
174322,FIF,2850,COD,Congo DR,D,Chancel,Mbemba,1994-08-08,"6' 0""",179.0,22,NULL,Congo DR,NULL,NULL,174322,0,1,0
204329,FIF,2850,COD,Congo DR,D,Joris,Kayembe,1994-08-08,"5' 11""",161.0,12,NULL,Congo DR,NULL,NULL,204329,0,0,0
229524,FIF,2850,COD,Congo DR,D,Axel,Tuanzebe,1997-11-14,"6' 1""",163.0,4,NULL,Congo DR,NULL,NULL,229524,0,0,0
250945,FIF,2850,COD,Congo DR,D,Aaron,Wan-Bissaka,1997-11-26,"6' 0""",159.0,2,NULL,Congo DR,NULL,NULL,250945,0,0,0
260228,FIF,2850,COD,Congo DR,D,Dylan,Batubinsika,1996-02-15,"6' 1""",183.0,5,NULL,France,NULL,NULL,260228,0,0,0
291345,FIF,2850,COD,Congo DR,D,Gédéon,Kalulu,1997-08-29,"5' 10""",159.0,24,NULL,Congo DR,NULL,NULL,291345,0,0,0
369201,FIF,2850,COD,Congo DR,D,Steve,Kapuadi,1998-04-30,"6' 5""",192.0,3,NULL,Congo DR,NULL,NULL,369201,0,0,0
130545,FIF,2850,COD,Congo DR,M,Gaël,Kakuta,1991-06-21,"5' 9""",150.0,11,NULL,France,NULL,NULL,130545,0,0,0
175104,FIF,2850,COD,Congo DR,M,Aaron,Tshibola,1995-01-02,"6' 3""",161.0,15,NULL,Congo DR,NULL,NULL,175104,0,0,0
182337,FIF,2850,COD,Congo DR,M,Théo,Bongonda,1995-11-20,"5' 9""",139.0,10,NULL,Congo DR,NULL,NULL,182337,0,0,0
235875,FIF,2850,COD,Congo DR,M,Charles,Pickel,1997-05-15,"6' 2""",172.0,18,NULL,Congo DR,NULL,NULL,235875,0,0,0
260932,FIF,2850,COD,Congo DR,M,Samuel,Moutoussamy,1996-08-12,"5' 9""",159.0,8,NULL,France,NULL,NULL,260932,0,0,0
268986,FIF,2850,COD,Congo DR,M,Edo,Kayembe,1998-06-03,"6' 0""",170.0,25,NULL,Congo DR,NULL,NULL,268986,0,0,0
340240,FIF,2850,COD,Congo DR,M,Noah,Sadiki,2004-12-17,"5' 8""",161.0,14,NULL,Congo DR,NULL,NULL,340240,0,0,0
345988,FIF,2850,COD,Congo DR,M,Ngal'ayel,Mukau,2004-11-03,"6' 1""",172.0,6,NULL,Congo DR,NULL,NULL,345988,0,0,0
147193,FIF,2850,COD,Congo DR,F,Cédric,Bakambu,1991-04-11,"6' 0""",161.0,17,NULL,Congo DR,NULL,NULL,147193,0,0,0
224077,FIF,2850,COD,Congo DR,F,Yoane,Wissa,1996-09-03,"5' 9""",163.0,20,NULL,Congo DR,NULL,NULL,224077,3,0,0
231161,FIF,2850,COD,Congo DR,F,Simon,Banza,1996-08-13,"6' 2""",170.0,23,NULL,Congo DR,NULL,NULL,231161,0,0,0
232492,FIF,2850,COD,Congo DR,F,Meschack,Elia,1997-08-06,"5' 8""",148.0,13,NULL,Congo DR,NULL,NULL,232492,0,1,0
291750,FIF,2850,COD,Congo DR,F,Nathanaël,Mbuku,2002-03-16,"5' 7""",152.0,7,NULL,Congo DR,NULL,NULL,291750,0,0,0
299324,FIF,2850,COD,Congo DR,F,Fiston,Mayele,1994-06-24,"6' 1""",185.0,19,NULL,Congo DR,NULL,NULL,299324,1,0,0
352285,FIF,2850,COD,Congo DR,F,Brian,Cipenga,1998-03-11,"5' 8""",148.0,9,NULL,Congo DR,NULL,NULL,352285,1,0,0
187946,FIF,477,CRO,Croatia,G,Dominik,Livakovic,1995-01-09,"6' 2""",172.0,1,NULL,Croatia,NULL,NULL,187946,0,0,10
239411,FIF,477,CRO,Croatia,G,Dominik,Kotarski,2000-02-10,"6' 3""",174.0,23,NULL,Croatia,NULL,NULL,239411,0,0,0
277234,FIF,477,CRO,Croatia,G,Ivor,Pandur,2000-03-25,"6' 1""",179.0,12,NULL,Croatia,NULL,NULL,277234,0,0,0
194766,FIF,477,CRO,Croatia,D,Duje,Caleta-Car,1996-09-17,"6' 4""",194.0,5,NULL,Croatia,NULL,NULL,194766,0,0,0
216579,FIF,477,CRO,Croatia,D,Martin,Erlic,1998-01-24,"6' 4""",172.0,25,NULL,Croatia,NULL,NULL,216579,0,0,0
255650,FIF,477,CRO,Croatia,D,Marin,Pongracic,1997-09-11,"6' 4""",207.0,3,NULL,Croatia,NULL,NULL,255650,0,0,0
276329,FIF,477,CRO,Croatia,D,Josip,Stanisic,2000-04-02,"6' 1""",170.0,2,NULL,Croatia,NULL,NULL,276329,0,1,0
299910,FIF,477,CRO,Croatia,D,Josko,Gvardiol,2002-01-23,"6' 1""",174.0,4,NULL,Croatia,NULL,NULL,299910,0,0,0
305552,FIF,477,CRO,Croatia,D,Josip,Sutalo,2000-02-28,"6' 1""",181.0,6,NULL,Croatia,NULL,NULL,305552,0,0,0
364962,FIF,477,CRO,Croatia,D,Luka,Vuskovic,2007-02-24,"6' 4""",190.0,22,NULL,Croatia,NULL,NULL,364962,0,0,0
76762,FIF,477,CRO,Croatia,M,Luka,Modric,1985-09-09,"5' 8""",146.0,10,NULL,Croatia,NULL,NULL,76762,0,1,0
154595,FIF,477,CRO,Croatia,M,Mateo,Kovacic,1994-05-06,"5' 10""",172.0,8,NULL,Croatia,NULL,NULL,154595,0,1,0
189668,FIF,477,CRO,Croatia,M,Mario,Pasalic,1995-02-09,"6' 2""",170.0,15,NULL,Croatia,NULL,NULL,189668,0,0,0
206378,FIF,477,CRO,Croatia,M,Nikola,Vlasic,1997-10-04,"5' 10""",172.0,13,NULL,Croatia,NULL,NULL,206378,1,0,0
228333,FIF,477,CRO,Croatia,M,Nikola,Moro,1998-03-12,"6' 0""",170.0,7,NULL,Croatia,NULL,NULL,228333,0,0,0
238929,FIF,477,CRO,Croatia,M,Kristijan,Jakic,1997-05-14,"5' 11""",168.0,18,NULL,Croatia,NULL,NULL,238929,0,0,0
306263,FIF,477,CRO,Croatia,M,Luka,Sucic,2002-09-08,"6' 1""",172.0,21,NULL,Croatia,NULL,NULL,306263,0,0,0
311475,FIF,477,CRO,Croatia,M,Martin,Baturina,2003-02-16,"5' 8""",150.0,16,NULL,Croatia,NULL,NULL,311475,1,0,0
338232,FIF,477,CRO,Croatia,M,Toni,Fruk,2001-03-09,"5' 10""",161.0,19,NULL,Croatia,NULL,NULL,338232,0,0,0
341494,FIF,477,CRO,Croatia,M,Petar,Sucic,2003-10-25,"6' 0""",150.0,17,NULL,Croatia,NULL,NULL,341494,1,1,0
103485,FIF,477,CRO,Croatia,F,Ivan,Perisic,1989-02-02,"6' 1""",174.0,14,NULL,Croatia,NULL,NULL,103485,1,1,0
139520,FIF,477,CRO,Croatia,F,Andrej,Kramaric,1991-06-19,"5' 10""",161.0,9,NULL,Croatia,NULL,NULL,139520,0,0,0
207288,FIF,477,CRO,Croatia,F,Ante,Budimir,1991-07-22,"6' 3""",163.0,11,NULL,Croatia,NULL,NULL,207288,1,0,0
277128,FIF,477,CRO,Croatia,F,Petar,Musa,1998-03-04,"6' 3""",183.0,26,NULL,Croatia,NULL,NULL,277128,1,0,0
310883,FIF,477,CRO,Croatia,F,Igor,Matanovic,2003-03-31,"6' 4""",196.0,20,NULL,Croatia,NULL,NULL,310883,0,0,0
324270,FIF,477,CRO,Croatia,F,Marco,Pasalic,2000-09-14,"5' 10""",161.0,24,NULL,Croatia,NULL,NULL,324270,0,0,0
127444,FIF,11678,CUW,Curaçao,G,Eloy,Room,1989-02-06,"6' 3""",179.0,1,NULL,Curaçao,NULL,NULL,127444,0,0,20
262109,FIF,11678,CUW,Curaçao,G,Trevor,Doornbusch,1999-07-06,"6' 2""",174.0,26,NULL,Curaçao,NULL,NULL,262109,0,0,0
297542,FIF,11678,CUW,Curaçao,G,Tyrick,Bodak,2002-05-15,"6' 3""",170.0,25,NULL,Curaçao,NULL,NULL,297542,0,0,0
178433,FIF,11678,CUW,Curaçao,D,Joshua,Brenet,1994-03-20,"5' 11""",161.0,20,NULL,Curaçao,NULL,NULL,178433,0,0,0
188411,FIF,11678,CUW,Curaçao,D,Riechedly,Bazoer,1996-10-12,"6' 0""",161.0,23,NULL,Curaçao,NULL,NULL,188411,0,0,0
224786,FIF,11678,CUW,Curaçao,D,Sherel,Floranus,1998-08-23,"5' 11""",161.0,5,NULL,Curaçao,NULL,NULL,224786,0,0,0
245918,FIF,11678,CUW,Curaçao,D,Armando,Obispo,1999-03-05,"6' 1""",172.0,18,NULL,Curaçao,NULL,NULL,245918,0,0,0
246281,FIF,11678,CUW,Curaçao,D,Juriën,Gaari,1993-12-23,"6' 0""",163.0,3,NULL,Curaçao,NULL,NULL,246281,0,0,0
270807,FIF,11678,CUW,Curaçao,D,Roshon,van Eijma,1998-06-09,"6' 1""",172.0,4,NULL,Curaçao,NULL,NULL,270807,0,0,0
301456,FIF,11678,CUW,Curaçao,D,Shurandy,Sambo,2001-08-19,"5' 9""",148.0,2,NULL,Curaçao,NULL,NULL,301456,0,0,0
317285,FIF,11678,CUW,Curaçao,D,Livano,Comenencia,2004-02-03,"6' 2""",172.0,8,NULL,Curaçao,NULL,NULL,317285,1,0,0
335203,FIF,11678,CUW,Curaçao,D,Deveron,Fonville,2003-05-16,"6' 2""",181.0,24,NULL,Curaçao,NULL,NULL,335203,0,0,0
138664,FIF,11678,CUW,Curaçao,M,Leandro,Bacuna,1991-08-21,"5' 11""",170.0,10,NULL,Curaçao,NULL,NULL,138664,0,0,0
216287,FIF,11678,CUW,Curaçao,M,Juninho,Bacuna,1997-08-07,"5' 11""",161.0,7,NULL,Curaçao,NULL,NULL,216287,0,0,0
262738,FIF,11678,CUW,Curaçao,M,Kevin,Felida,1999-11-11,"5' 9""",146.0,22,NULL,Curaçao,NULL,NULL,262738,0,0,0
273295,FIF,11678,CUW,Curaçao,M,Godfried,Roemeratoe,1999-08-19,"5' 10""",161.0,6,NULL,Curaçao,NULL,NULL,273295,0,0,0
276218,FIF,11678,CUW,Curaçao,M,Tahith,Chong,1999-12-04,"6' 1""",163.0,21,NULL,Curaçao,NULL,NULL,276218,0,0,0
306553,FIF,11678,CUW,Curaçao,M,Ar'jany,Martha,2003-09-04,"5' 11""",141.0,15,NULL,Curaçao,NULL,NULL,306553,0,0,0
359132,FIF,11678,CUW,Curaçao,M,Tyrese,Noslin,2002-09-11,"6' 0""",168.0,13,NULL,Curaçao,NULL,NULL,359132,0,0,0
167213,FIF,11678,CUW,Curaçao,F,Jürgen,Locadia,1993-11-07,"6' 4""",201.0,9,NULL,Curaçao,NULL,NULL,167213,0,0,0
177058,FIF,11678,CUW,Curaçao,F,Brandley,Kuwas,1992-09-19,"5' 11""",183.0,17,NULL,Curaçao,NULL,NULL,177058,0,0,0
178273,FIF,11678,CUW,Curaçao,F,Gervane,Kastaneer,1996-06-09,"6' 2""",174.0,19,NULL,Curaçao,NULL,NULL,178273,0,0,0
188452,FIF,11678,CUW,Curaçao,F,Kenji,Gorré,1994-09-29,"5' 9""",157.0,14,NULL,Curaçao,NULL,NULL,188452,0,0,0
297299,FIF,11678,CUW,Curaçao,F,Sontje,Hansen,2002-05-18,"5' 9""",150.0,12,NULL,Curaçao,NULL,NULL,297299,0,0,0
301441,FIF,11678,CUW,Curaçao,F,Jearl,Margaritha,2000-04-10,"5' 11""",161.0,16,NULL,Curaçao,NULL,NULL,301441,0,0,0
310925,FIF,11678,CUW,Curaçao,F,Jeremy,Antonisse,2002-03-29,"6' 0""",152.0,11,NULL,Curaçao,NULL,NULL,310925,0,0,0
199988,FIF,450,CZE,Czechia,G,Jindrich,Stanek,1996-04-27,"6' 4""",196.0,16,NULL,Czechia,NULL,NULL,199988,0,0,0
277313,FIF,450,CZE,Czechia,G,Matej,Kovár,2000-05-17,"6' 5""",183.0,1,NULL,Czechia,NULL,NULL,277313,0,0,9
319267,FIF,450,CZE,Czechia,G,Lukás,Hornícek,2002-07-13,"6' 6""",203.0,23,NULL,Czechia,NULL,NULL,319267,0,0,0
151714,FIF,450,CZE,Czechia,D,Ladislav,Krejcí,1999-04-20,"6' 3""",192.0,7,NULL,Czechia,NULL,NULL,151714,1,0,0
191209,FIF,450,CZE,Czechia,D,Vladimír,Coufal,1992-08-22,"5' 9""",168.0,5,NULL,Czechia,NULL,NULL,191209,0,1,0
276659,FIF,450,CZE,Czechia,D,Jaroslav,Zelený,1992-08-20,"6' 3""",179.0,20,NULL,Czechia,NULL,NULL,276659,0,0,0
280885,FIF,450,CZE,Czechia,D,Tomás,Holes,1993-03-31,"5' 11""",161.0,3,NULL,Czechia,NULL,NULL,280885,0,0,0
290116,FIF,450,CZE,Czechia,D,David,Zima,2000-11-08,"6' 3""",174.0,2,NULL,Czechia,NULL,NULL,290116,0,0,0
322510,FIF,450,CZE,Czechia,D,Robin,Hranác,2000-01-29,"6' 3""",181.0,4,NULL,Czechia,NULL,NULL,322510,0,0,0
335996,FIF,450,CZE,Czechia,D,David,Jurásek,2000-08-07,"6' 0""",170.0,14,NULL,Czechia,NULL,NULL,335996,0,0,0
370744,FIF,450,CZE,Czechia,D,Stepán,Chaloupek,2003-03-08,"6' 2""",150.0,6,NULL,Czechia,NULL,NULL,370744,0,0,0
165637,FIF,450,CZE,Czechia,M,Vladimír,Darida,1990-08-08,"5' 8""",141.0,8,NULL,Czechia,NULL,NULL,165637,0,0,0
230666,FIF,450,CZE,Czechia,M,Tomás,Soucek,1995-02-27,"6' 4""",190.0,22,NULL,Czechia,NULL,NULL,230666,0,0,0
249525,FIF,450,CZE,Czechia,M,Michal,Sadílek,1999-05-31,"5' 7""",141.0,18,NULL,Czechia,NULL,NULL,249525,1,0,0
294618,FIF,450,CZE,Czechia,M,Lukás,Provod,1996-10-23,"6' 3""",185.0,17,NULL,Czechia,NULL,NULL,294618,0,0,0
303726,FIF,450,CZE,Czechia,M,Lukás,Cerv,2001-04-10,"6' 0""",159.0,12,NULL,Czechia,NULL,NULL,303726,0,0,0
305545,FIF,450,CZE,Czechia,M,Pavel,Sulc,2000-12-29,"5' 10""",163.0,15,NULL,Czechia,NULL,NULL,305545,0,0,0
310027,FIF,450,CZE,Czechia,M,Denis,Visinský,2003-03-21,"5' 10""",163.0,26,NULL,Czechia,NULL,NULL,310027,0,0,0
