playerID,sportCode,team_id,team_abbrev,team_name,positionCode,firstName,lastName,dateOfBirth,height,weight,number,college,birthCountry,birthCityState,draftYear,playerID,bats,throws,battingAverage,homeRuns,ERA
41531,MLB,16,CHC,Cubs,CF,Justin,Dean,1996-12-06,"5' 8""",185.0,1,Lenoir Rhyne,United States,"Mauldin, SC",2025,41531,R,R,NULL,NULL,NULL
34945,MLB,16,CHC,Cubs,LF,Ian,Happ,1994-08-12,"5' 10""",205.0,8,Cincinnati,United States,"Pittsburgh, PA",2017,34945,B,R,NULL,NULL,NULL
4142424,MLB,16,CHC,Cubs,RF,Seiya,Suzuki,1994-08-18,"5' 11""",182.0,27,NULL,Japan,Tokyo,2022,4142424,R,R,NULL,NULL,NULL
42500,MLB,16,CHC,Cubs,DH,Kevin,Alcantara,2002-07-12,"6' 6""",188.0,13,NULL,Dominican Republic,Santo Domingo,2024,42500,R,R,NULL,NULL,NULL
33711,MLB,16,CHC,Cubs,DH,Michael,Conforto,1993-03-01,"5' 11""",215.0,20,Oregon State,United States,"Seattle, WA",2015,33711,L,R,NULL,NULL,NULL
4867679,MLB,4,CHW,White Sox,SP,Sean,Burke,1999-12-18,"6' 6""",240.0,59,Maryland,United States,"Sutton, MA",2024,4867679,R,R,NULL,NULL,NULL
37793,MLB,4,CHW,White Sox,RP,Seranthony,Dominguez,1994-11-25,"6' 1""",225.0,58,NULL,Dominican Republic,Esperanza,2018,37793,R,R,NULL,NULL,NULL
33793,MLB,4,CHW,White Sox,SP,Erick,Fedde,1993-02-25,"6' 4""",205.0,47,UNLV,United States,"Las Vegas, NV",2017,33793,R,R,NULL,NULL,NULL
37909,MLB,4,CHW,White Sox,RP,Jordan,Hicks,1996-09-06,"6' 2""",217.0,44,NULL,United States,"Houston, TX",2018,37909,R,R,NULL,NULL,NULL
4991171,MLB,4,CHW,White Sox,RP,Bryan,Hudson,1997-05-08,"6' 8""",248.0,60,NULL,United States,"Godfrey, IL",2023,4991171,L,L,NULL,NULL,NULL
40947,MLB,4,CHW,White Sox,SP,Anthony,Kay,1995-03-21,"6' 0""",225.0,18,NULL,United States,"Stony Brook, NY",2019,40947,L,L,NULL,NULL,NULL
42823,MLB,4,CHW,White Sox,SP,Davis,Martin,1997-01-04,"6' 2""",215.0,65,Texas Tech,United States,"Abilene, TX",2022,42823,L,R,NULL,NULL,NULL
4084958,MLB,4,CHW,White Sox,RP,Chris,Murphy,1998-06-05,"6' 1""",186.0,38,San Diego,United States,"Mission Hills, CA",2023,4084958,L,L,NULL,NULL,NULL
33856,MLB,4,CHW,White Sox,RP,Sean,Newcomb,1993-06-12,"6' 5""",255.0,15,Hartford,United States,"Brockton, MA",2017,33856,L,L,NULL,NULL,NULL
39912,MLB,4,CHW,White Sox,RP,Trevor,Richards,1993-05-15,"6' 2""",205.0,43,Drury,United States,"Aviston, IL",2018,39912,R,R,NULL,NULL,NULL
5080754,MLB,4,CHW,White Sox,SP,Noah,Schultz,2003-08-05,"6' 10""",240.0,22,NULL,United States,"Naperville, IL",2026,5080754,L,L,NULL,NULL,NULL
4927630,MLB,4,CHW,White Sox,RP,Grant,Taylor,2002-05-20,"6' 3""",230.0,31,NULL,United States,"Florence, AL",2025,4927630,R,R,NULL,NULL,NULL
4917765,MLB,4,CHW,White Sox,C,Drew,Romo,2001-08-29,"6' 0""",205.0,36,NULL,United States,"Fountain Valley, CA",2024,4917765,B,R,NULL,NULL,NULL
4743772,MLB,4,CHW,White Sox,C,Kyle,Teel,2002-02-15,"5' 11""",210.0,8,Virginia,United States,"Ridgewood, NJ",2025,4743772,L,R,NULL,NULL,NULL
42411,MLB,4,CHW,White Sox,SS,Luisangel,Acuna,2002-03-12,"5' 7""",181.0,0,NULL,Venezuela,Caracas,2024,42411,R,R,NULL,NULL,NULL
5136929,MLB,4,CHW,White Sox,2B,Chase,Meidroth,2001-07-23,"5' 9""",190.0,10,NULL,United States,"Torrance, CA",2025,5136929,R,R,NULL,NULL,NULL
4872685,MLB,4,CHW,White Sox,SS,Colson,Montgomery,2002-02-27,"6' 3""",230.0,12,NULL,United States,"Holland, IN",2025,4872685,L,R,NULL,NULL,NULL
4872595,MLB,4,CHW,White Sox,1B,Munetaka,Murakami,2000-02-02,"6' 2""",213.0,5,NULL,Japan,Kumamoto,2026,4872595,L,R,NULL,NULL,NULL
42453,MLB,4,CHW,White Sox,3B,Miguel,Vargas,1999-11-17,"6' 2""",225.0,20,NULL,Cuba,Havana,2022,42453,R,R,NULL,NULL,NULL
5207167,MLB,4,CHW,White Sox,LF,Sam,Antonacci,2003-02-06,"5' 11""",193.0,17,NULL,United States,"Springfield, IL",2026,5207167,L,R,NULL,NULL,NULL
4950345,MLB,4,CHW,White Sox,RF,Braden,Montgomery,2003-04-16,"6' 2""",220.0,24,Texas A&M,United States,"Des Moines, IA",2026,4950345,B,R,NULL,NULL,NULL
42471,MLB,4,CHW,White Sox,CF,Junior,Perez,2001-07-04,"6' 0""",165.0,37,NULL,Dominican Republic,San Cristóbal,2026,42471,R,R,NULL,NULL,NULL
5085893,MLB,4,CHW,White Sox,CF,Tristan,Peters,2000-02-29,"6' 0""",180.0,29,NULL,Canada,"Winkler, MB",2025,5085893,L,R,NULL,NULL,NULL
34986,MLB,4,CHW,White Sox,DH,Andrew,Benintendi,1994-07-06,"5' 9""",185.0,23,Arkansas,United States,"Cincinnati, OH",2016,34986,L,L,NULL,NULL,NULL
31399,MLB,4,CHW,White Sox,DH,Randal,Grichuk,1991-08-13,"6' 0""",210.0,34,NULL,United States,"Rosenberg, TX",2014,31399,R,R,NULL,NULL,NULL
4414528,MLB,17,CIN,Reds,SP,Andrew,Abbott,1999-06-01,"6' 0""",192.0,41,Virginia,United States,"Lynchburg, VA",2023,4414528,L,L,NULL,NULL,NULL
42355,MLB,17,CIN,Reds,RP,Tejay,Antone,1993-12-05,"6' 4""",230.0,70,NULL,United States,"Oklahoma City, OK",2020,42355,R,R,NULL,NULL,NULL
39945,MLB,17,CIN,Reds,RP,Brock,Burke,1996-08-04,"6' 4""",210.0,49,NULL,United States,"Chicago, IL",2019,39945,L,L,NULL,NULL,NULL
4927516,MLB,17,CIN,Reds,SP,Chase,Burns,2003-01-16,"6' 3""",210.0,26,Tennessee,Italy,Naples,2025,4927516,R,R,NULL,NULL,NULL
41017,MLB,17,CIN,Reds,RP,Caleb,Ferguson,1996-07-02,"6' 3""",225.0,46,NULL,United States,"Columbus, OH",2018,41017,R,L,NULL,NULL,NULL
42806,MLB,17,CIN,Reds,RP,Julian,Garcia,1995-05-13,"6' 3""",206.0,57,NULL,United States,"Fort Collins, CO",2026,42806,L,R,NULL,NULL,NULL
39635,MLB,17,CIN,Reds,SP,Hunter,Greene,1999-08-06,"6' 5""",242.0,21,NULL,United States,"Los Angeles, CA",2022,39635,R,R,NULL,NULL,NULL
32777,MLB,17,CIN,Reds,RP,Pierce,Johnson,1991-05-10,"6' 2""",202.0,52,Missouri State,United States,"Denver, CO",2017,32777,R,R,NULL,NULL,NULL
4758873,MLB,17,CIN,Reds,SP,Rhett,Lowder,2002-03-08,"6' 1""",200.0,25,Wake Forest,United States,"Albemarle, NC",2024,4758873,R,R,NULL,NULL,NULL
34928,MLB,17,CIN,Reds,RP,Sam,Moll,1992-01-03,"5' 9""",190.0,50,Memphis,United States,"Lakeland, TN",2017,34928,L,L,NULL,NULL,NULL
33403,MLB,17,CIN,Reds,RP,Emilio,Pagan,1991-05-07,"6' 2""",208.0,15,Belmont Abbey,United States,"Simpsonville, SC",2017,33403,L,R,NULL,NULL,NULL
4872687,MLB,17,CIN,Reds,RP,Chase,Petty,2003-04-04,"6' 1""",190.0,61,NULL,United States,"Camden, NJ",2025,4872687,R,R,NULL,NULL,NULL
41172,MLB,17,CIN,Reds,SP,Brady,Singer,1996-08-04,"6' 5""",215.0,51,Florida,United States,"Leesburg, FL",2020,41172,R,R,NULL,NULL,NULL
34975,MLB,17,CIN,Reds,C,Tyler,Stephenson,1996-08-16,"6' 3""",225.0,37,NULL,United States,"Atlanta, GA",2020,34975,R,R,NULL,NULL,NULL
35268,MLB,17,CIN,Reds,C,Jose,Trevino,1992-11-28,"5' 9""",215.0,35,Oral Roberts,United States,"Corpus Christi, TX",2018,35268,R,R,NULL,NULL,NULL
4919919,MLB,17,CIN,Reds,2B,Edwin,Arroyo,2003-08-25,"5' 11""",173.0,2,NULL,Puerto Rico,Arecibo,2026,4919919,B,R,NULL,NULL,NULL
4917694,MLB,17,CIN,Reds,SS,Elly,De La Cruz,2002-01-11,"6' 6""",200.0,44,NULL,Dominican Republic,Sabana Grande de Boya,2023,4917694,B,R,NULL,NULL,NULL
35020,MLB,17,CIN,Reds,3B,Ke'Bryan,Hayes,1997-01-28,"5' 11""",215.0,3,NULL,United States,"Tomball, TX",2020,35020,R,R,NULL,NULL,NULL
4722954,MLB,17,CIN,Reds,2B,Ivan,Johnson,1998-10-11,"6' 0""",190.0,63,NULL,United States,"Atlanta, GA",2026,4722954,B,R,NULL,NULL,NULL
4722857,MLB,17,CIN,Reds,1B,Spencer,Steer,1997-12-07,"5' 9""",185.0,7,NULL,United States,"Long Beach, CA",2022,4722857,R,R,NULL,NULL,NULL
5080771,MLB,17,CIN,Reds,1B,Sal,Stewart,2003-12-07,"6' 1""",224.0,27,NULL,United States,"Miami, FL",2025,5080771,R,R,NULL,NULL,NULL
42410,MLB,17,CIN,Reds,LF,JJ,Bleday,1997-11-10,"6' 2""",205.0,22,NULL,United States,"Danville, PA",2022,42410,L,L,NULL,NULL,NULL
36020,MLB,17,CIN,Reds,CF,TJ,Friedl,1995-08-14,"5' 8""",180.0,29,NULL,United States,"Sewickley, PA",2021,36020,L,L,NULL,NULL,NULL
41307,MLB,17,CIN,Reds,RF,Noelvi,Marte,2001-10-16,"6' 2""",216.0,4,NULL,Dominican Republic,Cotui,2023,41307,R,R,NULL,NULL,NULL
40538,MLB,17,CIN,Reds,DH,Nathaniel,Lowe,1995-07-07,"6' 4""",220.0,31,Mississippi State,United States,"Norfolk, VA",2019,40538,L,R,NULL,NULL,NULL
32367,MLB,17,CIN,Reds,DH,Eugenio,Suarez,1991-07-18,"5' 11""",213.0,28,NULL,Venezuela,Puerto Ordaz,2014,32367,R,R,NULL,NULL,NULL
4719319,MLB,5,CLE,Guardians,RP,Franco,Aleman,2000-06-26,"6' 6""",235.0,55,Florida,Cuba,"Yaguajay, FL",2026,4719319,R,R,NULL,NULL,NULL
33499,MLB,5,CLE,Guardians,RP,Shawn,Armstrong,1990-09-11,"6' 2""",225.0,43,East Carolina,United States,"New Bern, NC",2015,33499,R,R,NULL,NULL,NULL
4345278,MLB,5,CLE,Guardians,SP,Tanner,Bibee,1999-03-05,"6' 2""",205.0,28,Cal State Fullerton,United States,"Mission Viejo, CA",2023,4345278,R,R,NULL,NULL,NULL
42488,MLB,5,CLE,Guardians,SP,Joey,Cantillo,1999-12-18,"6' 4""",225.0,54,NULL,United States,"Honolulu, HI",2024,42488,L,L,NULL,NULL,NULL
41462,MLB,5,CLE,Guardians,SP,Slade,Cecconi,1999-06-24,"6' 4""",219.0,44,Miami,United States,"Oviedo, FL",2023,41462,R,R,NULL,NULL,NULL
39871,MLB,5,CLE,Guardians,RP,Matt,Festa,1993-03-11,"6' 1""",195.0,52,East Stroudsburg,United States,"Brooklyn, NY",2018,39871,R,R,NULL,NULL,NULL
4187661,MLB,5,CLE,Guardians,RP,Hunter,Gaddis,1998-04-09,"6' 6""",260.0,33,Georgia State,United States,"Canton, GA",2022,4187661,R,R,NULL,NULL,NULL
42138,MLB,5,CLE,Guardians,RP,Codi,Heuer,1996-07-03,"6' 5""",200.0,50,Wichita State,United States,"Missoula, MT",2020,42138,R,R,NULL,NULL,NULL
4917897,MLB,5,CLE,Guardians,RP,Colin,Holderman,1995-10-08,"6' 6""",230.0,35,NULL,United States,"Bourbonnais, IL",2022,4917897,R,R,NULL,NULL,NULL
4619898,MLB,5,CLE,Guardians,SP,Parker,Messick,2000-10-26,"6' 0""",225.0,77,Florida State,United States,"Plant City, FL",2025,4619898,L,L,NULL,NULL,NULL
5194333,MLB,5,CLE,Guardians,RP,Erik,Sabrowski,1997-10-31,"6' 4""",230.0,62,NULL,Canada,"Edmonton, AB",2024,5194333,R,L,NULL,NULL,NULL
4987924,MLB,5,CLE,Guardians,RP,Cade,Smith,1999-05-09,"6' 5""",230.0,36,NULL,Canada,"Vancouver, BC",2024,4987924,R,R,NULL,NULL,NULL
4345076,MLB,5,CLE,Guardians,SP,Gavin,Williams,1999-07-26,"6' 6""",250.0,32,East Carolina,United States,"Fayetteville, NC",2023,4345076,L,R,NULL,NULL,NULL
4345843,MLB,5,CLE,Guardians,C,Patrick,Bailey,1999-05-29,"6' 0""",223.0,16,NC State,United States,"Greensboro, NC",2023,4345843,B,R,NULL,NULL,NULL
32168,MLB,5,CLE,Guardians,C,Austin,Hedges,1992-08-18,"6' 0""",220.0,27,NULL,United States,"San Juan Capistrano, CA",2015,32168,R,R,NULL,NULL,NULL
40344,MLB,5,CLE,Guardians,SS,Gabriel,Arias,2000-02-27,"6' 1""",217.0,13,NULL,Venezuela,La Victoria,2022,40344,R,R,NULL,NULL,NULL
5007707,MLB,5,CLE,Guardians,2B,Travis,Bazzana,2002-08-28,"5' 11""",199.0,37,Oregon State,Australia,Hornsby,2026,5007707,L,R,NULL,NULL,NULL
35291,MLB,5,CLE,Guardians,1B,Rhys,Hoskins,1993-03-17,"6' 3""",241.0,8,Sacramento State,United States,"Sacramento, CA",2017,35291,R,R,NULL,NULL,NULL
4917927,MLB,5,CLE,Guardians,1B,Kyle,Manzardo,2000-07-18,"5' 11""",205.0,9,Washington State,United States,"Couer d'Alene, ID",2024,4917927,L,R,NULL,NULL,NULL
41217,MLB,5,CLE,Guardians,SS,Brayan,Rocchio,2001-01-13,"5' 9""",170.0,4,NULL,Venezuela,Caracas,2023,41217,B,R,NULL,NULL,NULL
4619649,MLB,5,CLE,Guardians,RF,Chase,DeLauter,2001-10-08,"6' 3""",235.0,24,James Madison,United States,"Frederick, MD",2025,4619649,L,L,NULL,NULL,NULL
41672,MLB,5,CLE,Guardians,RF,David,Fry,1995-11-20,"6' 1""",215.0,6,Northwestern State,United States,"Colleyville, TX",2023,41672,R,R,NULL,NULL,NULL
4722962,MLB,5,CLE,Guardians,CF,Petey,Halpin,2002-05-26,"5' 11""",200.0,0,NULL,United States,"San Mateo, CA",2025,4722962,L,R,NULL,NULL,NULL
41996,MLB,5,CLE,Guardians,CF,Steven,Kwan,1997-09-05,"5' 8""",170.0,38,Oregon State,United States,"Los Gatos, CA",2022,41996,L,L,NULL,NULL,NULL
42001,MLB,5,CLE,Guardians,CF,Daniel,Schneemann,1997-01-23,"6' 0""",185.0,10,NULL,United States,"San Diego, CA",2024,42001,L,R,NULL,NULL,NULL
4872684,MLB,5,CLE,Guardians,RF,Kahlil,Watson,2003-04-16,"5' 9""",178.0,31,NULL,United States,"Chase City, VA",2026,4872684,L,R,NULL,NULL,NULL
5207459,MLB,27,COL,Rockies,RP,Zach,Agnos,2000-08-15,"6' 0""",225.0,36,NULL,United States,"Haymarket, VA",2025,5207459,R,R,NULL,NULL,NULL
35876,MLB,27,COL,Rockies,RP,Brennan,Bernardino,1992-01-15,"6' 4""",216.0,83,NULL,United States,"Valencia, CA",2022,35876,L,L,NULL,NULL,NULL
4423332,MLB,27,COL,Rockies,RP,Jeff,Criswell,1999-03-10,"6' 4""",236.0,46,Michigan,United States,"Portage, MI",2024,4423332,R,R,NULL,NULL,NULL
4019484,MLB,27,COL,Rockies,SP,Ryan,Feltner,1996-09-02,"6' 4""",200.0,18,Ohio State,United States,"Orlando, FL",2021,4019484,R,R,NULL,NULL,NULL
33839,MLB,27,COL,Rockies,SP,Kyle,Freeland,1993-05-14,"6' 4""",202.0,21,Evansville,United States,"Denver, CO",2017,33839,L,L,NULL,NULL,NULL
4415658,MLB,27,COL,Rockies,RP,Tanner,Gordon,1997-10-26,"6' 5""",220.0,29,Indiana,United States,"Champaign, IL",2024,4415658,L,R,NULL,NULL,NULL
36093,MLB,27,COL,Rockies,RP,Jimmy,Herget,1993-09-09,"6' 3""",183.0,44,South Florida,United States,"Tampa, FL",2019,36093,R,R,NULL,NULL,NULL
4634930,MLB,27,COL,Rockies,SP,Gabriel,Hughes,2001-08-22,"6' 4""",238.0,43,Gonzaga,United States,"Anchorage, AK",2026,4634930,R,R,NULL,NULL,NULL
33252,MLB,27,COL,Rockies,SP,Michael,Lorenzen,1992-01-04,"6' 1""",210.0,24,Cal State Fullerton,United States,"Anaheim, CA",2015,33252,R,R,NULL,NULL,NULL
5185107,MLB,27,COL,Rockies,RP,Juan,Mejia,2000-07-04,"6' 3""",210.0,47,NULL,Dominican Republic,Santo Domingo,2025,5185107,R,R,NULL,NULL,NULL
36380,MLB,27,COL,Rockies,RP,Jordan,Romano,1993-04-21,"6' 5""",210.0,68,Oral Roberts,Canada,"Markham, ON",2019,36380,R,R,NULL,NULL,NULL
33750,MLB,27,COL,Rockies,RP,Antonio,Senzatela,1995-01-21,"6' 1""",235.0,49,NULL,Venezuela,Valencia,2017,33750,R,R,NULL,NULL,NULL
4722599,MLB,27,COL,Rockies,RP,Victor,Vodnik,1999-10-09,"6' 0""",216.0,38,NULL,United States,"Whittier, CA",2023,4722599,R,R,NULL,NULL,NULL
4416591,MLB,27,COL,Rockies,C,Hunter,Goodman,1999-10-08,"5' 11""",220.0,15,Memphis,United States,"Arlington, TN",2023,4416591,R,R,NULL,NULL,NULL
39913,MLB,27,COL,Rockies,C,Brett,Sullivan,1994-02-22,"5' 11""",190.0,26,Pacific,United States,"Stockton, CA",2023,39913,L,R,NULL,NULL,NULL
34230,MLB,27,COL,Rockies,2B,Willi,Castro,1997-04-24,"6' 0""",209.0,3,NULL,Puerto Rico,Rio Piedras,2019,34230,B,R,NULL,NULL,NULL
3985190,MLB,27,COL,Rockies,2B,Edouard,Julien,1999-04-30,"6' 1""",195.0,6,Auburn,Canada,"Quebec City, PQ",2023,3985190,L,R,NULL,NULL,NULL
5203102,MLB,27,COL,Rockies,3B,Kyle,Karros,2002-07-26,"6' 5""",225.0,12,NULL,United States,"Los Angeles, CA",2025,5203102,R,R,NULL,NULL,NULL
5014349,MLB,27,COL,Rockies,1B,TJ,Rumfield,2000-05-17,"6' 5""",238.0,7,Virginia Tech,United States,"Richmond, VA",2026,5014349,L,R,NULL,NULL,NULL
4905919,MLB,27,COL,Rockies,SS,Ezequiel,Tovar,2001-08-01,"6' 0""",192.0,14,NULL,Venezuela,Maracay,2022,4905919,R,R,NULL,NULL,NULL
5149102,MLB,27,COL,Rockies,CF,Cole,Carrigg,2002-05-08,"6' 2""",204.0,16,NULL,United States,"Modesto, CA",2026,5149102,B,R,NULL,NULL,NULL
40958,MLB,27,COL,Rockies,RF,Tyler,Freeman,1999-05-21,"5' 11""",200.0,2,NULL,United States,"Rancho Cucamonga, CA",2022,40958,R,R,NULL,NULL,NULL
4346111,MLB,27,COL,Rockies,RF,Troy,Johnston,1997-06-22,"5' 11""",206.0,20,Gonzaga,United States,"Tacoma, WA",2025,4346111,L,L,NULL,NULL,NULL
41197,MLB,27,COL,Rockies,CF,Jake,McCarthy,1997-07-30,"6' 0""",213.0,31,Virginia,United States,"Scranton, PA",2021,41197,L,L,NULL,NULL,NULL
36181,MLB,27,COL,Rockies,LF,Mickey,Moniak,1998-05-13,"6' 1""",209.0,22,NULL,United States,"Encinitas, CA",2020,36181,L,R,NULL,NULL,NULL
5000931,MLB,27,COL,Rockies,DH,Braxton,Fulford,1998-12-09,"5' 10""",205.0,37,Texas Tech,United States,"Lubbock, TX",2025,5000931,R,R,NULL,NULL,NULL
41125,MLB,6,DET,Tigers,RP,Drew,Anderson,1994-03-22,"6' 3""",205.0,38,Nebraska,United States,"Reno, NV",2017,41125,R,R,NULL,NULL,NULL
4917779,MLB,6,DET,Tigers,RP,Beau,Brieske,1998-04-04,"6' 3""",200.0,4,CSU Pueblo,United States,"Chandler, AZ",2022,4917779,R,R,NULL,NULL,NULL
36543,MLB,6,DET,Tigers,RP,Kyle,Finnegan,1991-09-04,"6' 2""",198.0,67,Texas State,United States,"Detroit, MI",2020,36543,R,R,NULL,NULL,NULL
33837,MLB,6,DET,Tigers,SP,Jack,Flaherty,1995-10-15,"6' 4""",225.0,9,NULL,United States,"Burbank, CA",2017,33837,R,R,NULL,NULL,NULL
3983833,MLB,6,DET,Tigers,RP,Tyler,Holton,1996-06-13,"6' 2""",200.0,87,Florida State,United States,"Tallahassee, FL",2022,3983833,L,L,NULL,NULL,NULL
29630,MLB,6,DET,Tigers,RP,Kenley,Jansen,1987-09-30,"6' 5""",265.0,74,NULL,Curacao,Willemstad,2010,29630,B,R,NULL,NULL,NULL
5294127,MLB,6,DET,Tigers,SP,Troy,Melton,2000-12-03,"6' 4""",210.0,52,NULL,United States,"Newport Beach, CA",2025,5294127,R,R,NULL,NULL,NULL
41167,MLB,6,DET,Tigers,SP,Casey,Mize,1997-05-01,"6' 3""",212.0,12,Auburn,United States,"Springville, AL",2020,41167,R,R,NULL,NULL,NULL
5182933,MLB,6,DET,Tigers,SP,Keider,Montero,2000-07-06,"6' 1""",145.0,54,NULL,Venezuela,Santa Teresa del Tuy,2024,5182933,R,R,NULL,NULL,NULL
42409,MLB,6,DET,Tigers,SP,Tarik,Skubal,1996-11-20,"6' 3""",240.0,29,Seattle U,United States,"Hayward, CA",2020,42409,R,L,NULL,NULL,NULL
5272008,MLB,6,DET,Tigers,RP,Drew,Sommers,2000-08-14,"6' 3""",250.0,51,NULL,United States,"Hoffman Estates, IL",2025,5272008,L,L,NULL,NULL,NULL
37726,MLB,6,DET,Tigers,RP,Jacob,Waguespack,1993-11-05,"6' 6""",228.0,58,NULL,United States,"Prairieville, LA",2019,37726,R,R,NULL,NULL,NULL
4345620,MLB,6,DET,Tigers,C,Dillon,Dingler,1998-09-17,"6' 1""",210.0,13,Ohio State,United States,"Massillon, OH",2024,4345620,R,R,NULL,NULL,NULL
39900,MLB,6,DET,Tigers,C,Jake,Rogers,1995-04-18,"5' 11""",201.0,34,Tulane,United States,"Canyon, TX",2019,39900,R,R,NULL,NULL,NULL
5133392,MLB,6,DET,Tigers,C,Eduardo,Valencia,2000-01-25,"6' 1""",180.0,32,NULL,Venezuela,Valencia,2026,5133392,R,R,NULL,NULL,NULL
4683384,MLB,6,DET,Tigers,3B,Colt,Keith,2001-08-14,"6' 2""",211.0,33,NULL,United States,"Zanesville, OH",2024,4683384,L,R,NULL,NULL,NULL
5124113,MLB,6,DET,Tigers,2B,Hao-Yu,Lee,2003-02-03,"5' 9""",190.0,50,NULL,Taiwan,New Taipei,2026,5124113,R,R,NULL,NULL,NULL
5149072,MLB,6,DET,Tigers,SS,Kevin,McGonigle,2004-08-18,"5' 9""",187.0,7,NULL,United States,"Media, PA",2026,5149072,L,R,NULL,NULL,NULL
38420,MLB,6,DET,Tigers,2B,Zach,McKinstry,1995-04-29,"5' 11""",180.0,39,Central Michigan,United States,"Toledo, OH",2020,38420,L,R,NULL,NULL,NULL
4424286,MLB,6,DET,Tigers,1B,Spencer,Torkelson,1999-08-26,"6' 1""",220.0,20,Arizona State,United States,"Petaluma, CA",2022,4424286,R,R,NULL,NULL,NULL
42714,MLB,6,DET,Tigers,RF,Kerry,Carpenter,1997-09-02,"6' 1""",220.0,30,NULL,United States,"Eustis, FL",2022,42714,L,R,NULL,NULL,NULL
42179,MLB,6,DET,Tigers,LF,Riley,Greene,2000-09-28,"6' 2""",200.0,31,NULL,United States,"Orlando, FL",2022,42179,L,L,NULL,NULL,NULL
4867327,MLB,6,DET,Tigers,CF,Ben,Malgeri,2000-01-12,"6' 1""",215.0,53,Northeastern,United States,"Exeter, NH",2026,4867327,R,R,NULL,NULL,NULL
41802,MLB,6,DET,Tigers,CF,James,Outman,1997-05-14,"6' 2""",215.0,43,Sacramento State,United States,"Redwood City, CA",2022,41802,L,R,NULL,NULL,NULL
41636,MLB,6,DET,Tigers,CF,Matt,Vierling,1996-09-16,"6' 1""",205.0,8,NULL,United States,"St. Louis, MO",2021,41636,R,R,NULL,NULL,NULL
41208,MLB,18,HOU,Astros,RP,Bryan,Abreu,1997-04-22,"6' 1""",230.0,52,NULL,Dominican Republic,Santo Domingo,2019,41208,R,R,NULL,NULL,NULL
4726080,MLB,18,HOU,Astros,SP,Spencer,Arrighetti,2000-01-02,"6' 2""",186.0,41,Louisiana,United States,"Albuquerque, NM",2024,4726080,R,R,NULL,NULL,NULL
42556,MLB,18,HOU,Astros,RP,AJ,Blubaugh,2000-07-04,"6' 2""",190.0,69,Milwaukee,United States,"Mansfield, OH",2025,42556,R,R,NULL,NULL,NULL
4717803,MLB,18,HOU,Astros,SP,Hunter,Brown,1998-08-29,"6' 2""",220.0,58,NULL,United States,"Detroit, MI",2022,4717803,R,R,NULL,NULL,NULL
35026,MLB,18,HOU,Astros,RP,Enyel,De Los Santos,1995-12-25,"6' 3""",235.0,65,NULL,Dominican Republic,San Pedro de Macoris,2018,35026,R,R,NULL,NULL,NULL
32760,MLB,18,HOU,Astros,RP,Josh,Hader,1994-04-07,"6' 3""",188.0,71,NULL,United States,"Millersville, MD",2017,32760,L,L,NULL,NULL,NULL
5330833,MLB,18,HOU,Astros,SP,Tatsuya,Imai,1998-05-09,"5' 11""",176.0,45,NULL,Japan,Tochigi,2026,5330833,R,R,NULL,NULL,NULL
41261,MLB,18,HOU,Astros,SP,Cristian,Javier,1997-03-26,"6' 1""",210.0,53,NULL,Dominican Republic,Santo Domingo,2020,41261,R,R,NULL,NULL,NULL
5201821,MLB,18,HOU,Astros,RP,Bryan,King,1996-11-05,"6' 1""",205.0,74,NULL,United States,"Littleton, CO",2024,5201821,R,L,NULL,NULL,NULL
39898,MLB,18,HOU,Astros,SP,Peter,Lambert,1997-04-18,"6' 2""",208.0,38,NULL,United States,"San Dimas, CA",2019,39898,R,R,NULL,NULL,NULL
33716,MLB,18,HOU,Astros,RP,Steven,Okert,1991-07-09,"6' 2""",202.0,48,Oklahoma,United States,"Riverside, CA",2016,33716,L,L,NULL,NULL,NULL
39646,MLB,18,HOU,Astros,RP,Nate,Pearson,1996-08-20,"6' 6""",255.0,55,Central Florida CC,United States,"Odessa, FL",2020,39646,R,R,NULL,NULL,NULL
5332989,MLB,18,HOU,Astros,RP,Alimber,Santa,2003-05-03,"5' 10""",228.0,72,NULL,Dominican Republic,Azua Province,2026,5332989,R,R,NULL,NULL,NULL
4781491,MLB,18,HOU,Astros,C,Yainer,Diaz,1998-09-21,"5' 11""",195.0,21,NULL,Dominican Republic,Azua Province,2022,4781491,R,R,NULL,NULL,NULL
31389,MLB,18,HOU,Astros,C,Christian,Vazquez,1990-08-21,"5' 8""",205.0,2,NULL,Puerto Rico,Bayamon,2014,31389,R,R,NULL,NULL,NULL
40338,MLB,18,HOU,Astros,SS,Nick,Allen,1998-10-08,"5' 7""",166.0,20,NULL,United States,"San Diego, CA",2022,40338,R,R,NULL,NULL,NULL
31662,MLB,18,HOU,Astros,2B,Jose,Altuve,1990-05-06,"5' 6""",167.0,27,NULL,Venezuela,Maracay,2011,31662,R,R,NULL,NULL,NULL
39706,MLB,18,HOU,Astros,3B,Isaac,Paredes,1999-02-18,"5' 11""",213.0,15,NULL,Mexico,Hermosillo,2020,39706,R,R,NULL,NULL,NULL
41273,MLB,18,HOU,Astros,SS,Jeremy,Pena,1997-09-22,"6' 0""",202.0,3,Maine,Dominican Republic,Santo Domingo,2022,41273,R,R,NULL,NULL,NULL
32758,MLB,18,HOU,Astros,1B,Christian,Walker,1991-03-28,"5' 11""",208.0,8,South Carolina,United States,"Norristown, PA",2014,32758,R,R,NULL,NULL,NULL
