playerID,sportCode,teamCode,positionCode,firstName,lastName,dateOfBirth,height,weight,number,college,birthCountry,birthCityState,draftYear,playerID,handed,goals,penaltyMinutes,points,savePct
8475768,NHL,COL,C,Jaden,Schwartz,1992-06-25,"5' 10""",185,17,NULL,CAN,"Wilcox, Saskatchewan",2010,8475768,L,11,8,26,NULL
8482768,NHL,COL,C,Fedor,Svechkov,2003-04-05,"6' 0""",187,40,NULL,RUS,Togliatti,2021,8482768,L,4,22,17,NULL
8470613,NHL,COL,D,Brent,Burns,1985-03-09,"6' 5""",228,84,NULL,CAN,"Barrie, Ontario",2003,8470613,R,12,32,35,NULL
8478454,NHL,COL,D,Noah,Juulsen,1997-04-02,"6' 2""",201,47,NULL,CAN,"Surrey, British Columbia",2015,8478454,R,1,15,10,NULL
8476967,NHL,COL,D,Brett,Kulak,1994-01-06,"6' 1""",192,27,NULL,CAN,"Edmonton, Alberta",2012,8476967,L,1,38,12,NULL
8480069,NHL,COL,D,Cale,Makar,1998-10-30,"6' 0""",187,8,NULL,CAN,"Calgary, Alberta",2017,8480069,R,20,24,79,NULL
8484258,NHL,COL,D,Sam,Malinski,1998-07-27,"5' 11""",190,70,NULL,USA,"Lakeville, Minnesota",NULL,8484258,R,8,22,40,NULL
8476312,NHL,COL,D,Josh,Manson,1991-10-07,"6' 3""",218,42,NULL,USA,"Hinsdale, Illinois",2011,8476312,R,5,91,31,NULL
8478038,NHL,COL,D,Devon,Toews,1994-02-21,"6' 1""",191,7,NULL,CAN,"Abbotsford, British Columbia",2014,8478038,L,3,32,24,NULL
8478406,NHL,COL,G,Mackenzie,Blackwood,1996-12-09,"6' 4""",225,39,NULL,CAN,"Thunder Bay, Ontario",2015,8478406,L,0,0,0,0.91
8475809,NHL,COL,G,Scott,Wedgewood,1992-08-14,"6' 2""",201,41,NULL,CAN,"Brampton, Ontario",2010,8475809,L,0,0,0,0.91
8475745,NHL,CBJ,C,Charlie,Coyle,1992-03-02,"6' 3""",221,3,NULL,USA,"East Weymouth, Massachusetts",2010,8475745,R,20,14,58,NULL
8484166,NHL,CBJ,C,Adam,Fantilli,2004-10-12,"6' 2""",205,19,NULL,CAN,"Nobleton, Ontario",2023,8484166,L,24,38,59,NULL
8478856,NHL,CBJ,R,Conor,Garland,1996-03-11,"5' 10""",165,83,NULL,USA,"Scituate, Massachusetts",2015,8478856,R,12,34,33,NULL
8482660,NHL,CBJ,C,Kent,Johnson,2002-10-18,"6' 0""",170,91,NULL,CAN,"Port Moody, British Columbia",2021,8482660,L,7,20,22,NULL
8479066,NHL,CBJ,L,Ryan,Lomberg,1994-12-09,"5' 9""",184,94,NULL,CAN,"Richmond Hill, Ontario",NULL,8479066,L,4,59,9,NULL
8480806,NHL,CBJ,C,Isac,Lundeström,1999-11-06,"6' 1""",192,21,NULL,SWE,Gallivare,2018,8480806,L,4,4,12,NULL
8480893,NHL,CBJ,R,Kirill,Marchenko,2000-07-21,"6' 3""",201,86,NULL,RUS,Barnaul,2018,8480893,R,27,32,67,NULL
8477497,NHL,CBJ,C,Sean,Monahan,1994-10-12,"6' 2""",206,23,NULL,CAN,"Brampton, Ontario",2013,8477497,L,13,12,36,NULL
8477501,NHL,CBJ,R,Valeri,Nichushkin,1995-03-04,"6' 4""",210,43,NULL,RUS,Chelyabinsk,2013,8477501,L,17,26,49,NULL
8479671,NHL,CBJ,R,Mathieu,Olivier,1997-02-11,"6' 1""",232,24,NULL,USA,"Biloxi, Mississippi",NULL,8479671,R,15,101,26,NULL
8482705,NHL,CBJ,C,Cole,Sillinger,2003-05-16,"6' 0""",202,4,NULL,USA,"Columbus, Ohio",2021,8482705,L,8,37,33,NULL
8481716,NHL,CBJ,L,Dmitri,Voronkov,2000-09-10,"6' 5""",234,10,NULL,RUS,Angarsk,2019,8481716,L,17,59,32,NULL
8477425,NHL,CBJ,L,Miles,Wood,1995-09-13,"6' 2""",209,11,NULL,USA,"Buffalo, New York",2013,8477425,L,8,26,14,NULL
8481161,NHL,CBJ,D,Jake,Christiansen,1999-09-12,"6' 0""",199,2,NULL,CAN,"West Vancouver, British Columbia",NULL,8481161,L,0,8,3,NULL
8479371,NHL,CBJ,D,Dante,Fabbro,1998-06-20,"6' 0""",200,15,NULL,CAN,"Coquitlam, British Columbia",2016,8479371,R,5,33,11,NULL
8475790,NHL,CBJ,D,Erik,Gudbranson,1992-01-07,"6' 5""",222,44,NULL,CAN,"Ottawa, Ontario",2010,8475790,R,1,19,3,NULL
8483485,NHL,CBJ,D,Denton,Mateychuk,2004-07-12,"5' 11""",188,5,NULL,CAN,"Winnipeg, Manitoba",2022,8483485,L,13,8,31,NULL
8478500,NHL,CBJ,D,Ivan,Provorov,1997-01-13,"6' 1""",224,9,NULL,RUS,Yaroslavl,2015,8478500,L,9,32,31,NULL
8476923,NHL,CBJ,D,Damon,Severson,1994-08-07,"6' 2""",204,78,NULL,CAN,"Melville, Saskatchewan",2012,8476923,R,8,45,32,NULL
8478460,NHL,CBJ,D,Zach,Werenski,1997-07-19,"6' 2""",214,8,NULL,USA,"Grosse Pointe, Michigan",2015,8478460,L,22,18,81,NULL
8482982,NHL,CBJ,G,Jet,Greaves,2001-03-30,"6' 0""",188,73,NULL,CAN,"Cambridge, Ontario",NULL,8482982,L,0,0,0,0.91
8478007,NHL,CBJ,G,Elvis,Merzlikins,1994-04-13,"6' 3""",190,90,NULL,LVA,Riga,2014,8478007,L,0,0,0,0.90
8473994,NHL,DAL,L,Jamie,Benn,1989-07-18,"6' 3""",210,14,NULL,CAN,"Victoria, British Columbia",2007,8473994,L,15,53,36,NULL
8476278,NHL,DAL,C,Colin,Blackwell,1993-03-28,"5' 8""",181,15,NULL,USA,"North Andover, Massachusetts",2011,8476278,R,4,40,15,NULL
8480840,NHL,DAL,C,Oskar,Bäck,2000-03-12,"6' 4""",207,10,NULL,SWE,Karlstad,2018,8480840,L,5,10,12,NULL
8475168,NHL,DAL,C,Matt,Duchene,1991-01-16,"5' 11""",211,95,NULL,CAN,"Haliburton, Ontario",2009,8475168,L,16,8,45,NULL
8476889,NHL,DAL,C,Radek,Faksa,1994-01-09,"6' 3""",216,12,NULL,CZE,Vitkov,2012,8476889,L,2,18,17,NULL
8478449,NHL,DAL,C,Roope,Hintz,1996-11-17,"6' 3""",217,24,NULL,FIN,Nokia,2015,8478449,L,15,18,44,NULL
8484829,NHL,DAL,C,Justin,Hryckowian,2001-02-23,"5' 11""",198,49,NULL,CAN,"L'Ile-Bizard, Quebec",NULL,8484829,L,14,43,30,NULL
8484938,NHL,DAL,R,Arttu,Hyry,2001-04-06,"6' 3""",211,25,NULL,FIN,Oulu,NULL,8484938,R,3,2,5,NULL
8482740,NHL,DAL,C,Wyatt,Johnston,2003-05-14,"6' 1""",187,53,NULL,CAN,"Toronto, Ontario",2021,8482740,R,45,32,86,NULL
8481641,NHL,DAL,L,Joel,Kiviranta,1996-03-23,"5' 11""",185,25,NULL,FIN,Vantaa,NULL,8481641,L,3,8,9,NULL
8478420,NHL,DAL,R,Mikko,Rantanen,1996-10-29,"6' 4""",228,96,NULL,FIN,Nousiainen,2015,8478420,L,22,93,77,NULL
8480027,NHL,DAL,L,Jason,Robertson,1999-07-22,"6' 3""",204,21,NULL,USA,"Arcadia, California",2017,8480027,L,45,32,96,NULL
8475794,NHL,DAL,C,Tyler,Seguin,1992-01-31,"6' 2""",205,91,NULL,CAN,"Brampton, Ontario",2010,8475794,R,7,2,17,NULL
8479351,NHL,DAL,C,Sam,Steel,1998-02-03,"6' 0""",185,18,NULL,CAN,"Ardrossan, Alberta",2016,8479351,L,12,24,33,NULL
8483425,NHL,DAL,D,Lian,Bichsel,2004-05-18,"6' 7""",237,6,NULL,CHE,Olten,2022,8483425,L,4,37,8,NULL
8478476,NHL,DAL,D,Kyle,Capobianco,1997-08-13,"6' 3""",194,20,NULL,CAN,"Mississauga, Ontario",2015,8478476,L,2,8,5,NULL
8481581,NHL,DAL,D,Thomas,Harley,2001-08-19,"6' 3""",214,55,NULL,USA,"Syracuse, New York",2019,8481581,L,6,26,36,NULL
8480036,NHL,DAL,D,Miro,Heiskanen,1999-07-18,"6' 2""",197,4,NULL,FIN,Espoo,2017,8480036,L,9,30,63,NULL
8476902,NHL,DAL,D,Esa,Lindell,1994-05-23,"6' 3""",217,23,NULL,FIN,Vantaa,2012,8476902,L,6,20,32,NULL
8480878,NHL,DAL,D,Nils,Lundkvist,2000-07-27,"6' 1""",194,5,NULL,SWE,Pitea,2018,8480878,R,3,16,11,NULL
8474574,NHL,DAL,D,Tyler,Myers,1990-02-01,"6' 8""",229,57,NULL,USA,"Houston, Texas",2008,8474574,R,1,52,11,NULL
8479193,NHL,DAL,G,Casey,DeSmith,1991-08-13,"6' 0""",188,1,NULL,USA,"Rochester, New Hampshire",NULL,8479193,L,0,0,0,0.91
8479979,NHL,DAL,G,Jake,Oettinger,1998-12-18,"6' 6""",225,29,NULL,USA,"Lakeville, Minnesota",2017,8479979,L,0,0,0,0.91
8478891,NHL,DET,C,Mason,Appleton,1996-01-15,"6' 2""",196,22,NULL,USA,"Green Bay, Wisconsin",2015,8478891,R,6,44,14,NULL
8478042,NHL,DET,L,Viktor,Arvidsson,1993-04-08,"5' 10""",181,71,NULL,SWE,Skelleftea,2014,8478042,R,25,24,54,NULL
8477456,NHL,DET,L,J.T.,Compher,1995-04-08,"6' 0""",191,37,NULL,USA,"Northbrook, Illinois",2013,8477456,R,11,27,28,NULL
8477429,NHL,DET,C,Andrew,Copp,1994-07-08,"6' 1""",200,18,NULL,USA,"Ann Arbor, Michigan",2013,8477429,L,9,24,43,NULL
8479337,NHL,DET,R,Alex,DeBrincat,1997-12-18,"5' 8""",180,93,NULL,USA,"Farmington Hills, Michigan",2016,8479337,R,41,19,85,NULL
8484471,NHL,DET,C,Emmitt,Finnie,2005-06-27,"6' 1""",195,58,NULL,CAN,"Lethbridge, Alberta",2023,8484471,L,13,6,30,NULL
8483464,NHL,DET,C,Marco,Kasper,2004-04-08,"6' 1""",202,92,NULL,AUT,Innsbruck,2022,8483464,L,9,33,19,NULL
8478434,NHL,DET,R,Keegan,Kolesar,1997-04-08,"6' 2""",216,55,NULL,CAN,"Brandon, Manitoba",2015,8478434,R,6,55,17,NULL
8477946,NHL,DET,C,Dylan,Larkin,1996-07-30,"6' 1""",204,71,NULL,USA,"Waterford, Michigan",2014,8477946,L,34,48,67,NULL
8479992,NHL,DET,C,Michael,Rasmussen,1999-04-17,"6' 6""",222,27,NULL,CAN,"Surrey, British Columbia",2017,8479992,L,6,8,14,NULL
8482078,NHL,DET,L,Lucas,Raymond,2002-03-28,"5' 11""",186,23,NULL,SWE,Gothenburg,2020,8482078,R,25,22,76,NULL
8480879,NHL,DET,D,Jacob,Bernard-Docker,2000-06-30,"6' 1""",196,25,NULL,CAN,"Canmore, Alberta",2018,8480879,R,1,25,5,NULL
8480196,NHL,DET,D,Jacob,Bryson,1997-11-18,"5' 9""",177,78,NULL,CAN,"London, Ontario",2017,8480196,L,2,10,8,NULL
8475279,NHL,DET,D,Ben,Chiarot,1991-05-09,"6' 3""",222,8,NULL,CAN,"Hamilton, Ontario",2009,8475279,L,5,75,15,NULL
8482762,NHL,DET,D,Simon,Edvinsson,2003-02-05,"6' 6""",222,77,NULL,SWE,Kungsbacka,2021,8482762,L,9,75,25,NULL
8475753,NHL,DET,D,Justin,Faulk,1992-03-20,"6' 0""",208,72,NULL,USA,"South St. Paul, Minnesota",2010,8475753,R,16,42,40,NULL
8481607,NHL,DET,D,Albert,Johansson,2001-01-04,"6' 0""",195,20,NULL,SWE,Karlstad,2019,8481607,L,3,16,11,NULL
8481542,NHL,DET,D,Moritz,Seider,2001-04-06,"6' 2""",210,53,NULL,DEU,Zell,2019,8481542,R,10,57,60,NULL
8476434,NHL,DET,G,John,Gibson,1993-07-14,"6' 3""",209,36,NULL,USA,"Pittsburgh, Pennsylvania",2011,8476434,L,0,0,0,0.91
8480193,NHL,DET,G,Daniil,Tarasov,1999-03-27,"6' 5""",203,40,NULL,RUS,Novokuznetsk,2017,8480193,L,0,0,0,0.90
8482703,NHL,EDM,C,Colton,Dach,2003-01-04,"6' 4""",218,34,NULL,CAN,"St. Albert, Alberta",2021,8482703,L,5,52,13,NULL
8477450,NHL,EDM,C,Jason,Dickinson,1995-07-04,"6' 2""",200,16,NULL,CAN,"Georgetown, Ontario",2013,8477450,L,7,20,17,NULL
8477934,NHL,EDM,C,Leon,Draisaitl,1995-10-27,"6' 2""",209,29,NULL,DEU,Cologne,2014,8477934,L,35,26,97,NULL
8479365,NHL,EDM,C,Trent,Frederic,1998-02-11,"6' 3""",221,10,NULL,USA,"St. Louis, Missouri",2016,8479365,L,4,58,7,NULL
8475786,NHL,EDM,L,Zach,Hyman,1992-06-09,"6' 1""",206,18,NULL,CAN,"Toronto, Ontario",2010,8475786,R,31,28,52,NULL
8477406,NHL,EDM,C,Mattias,Janmark,1992-12-08,"6' 2""",205,13,NULL,SWE,Danderyd,2013,8477406,L,1,22,8,NULL
8479368,NHL,EDM,L,Max,Jones,1998-02-17,"6' 3""",216,46,NULL,USA,"Rochester, Michigan",2016,8479368,L,3,9,5,NULL
8478472,NHL,EDM,R,Mathieu,Joseph,1997-02-09,"6' 1""",189,21,NULL,CAN,"Laval, Quebec",2015,8478472,L,2,9,11,NULL
8477953,NHL,EDM,R,Kasperi,Kapanen,1996-07-23,"6' 1""",194,42,NULL,FIN,Kuopio,2014,8477953,R,8,14,17,NULL
8478402,NHL,EDM,C,Connor,McDavid,1997-01-13,"6' 1""",194,97,NULL,CAN,"Richmond Hill, Ontario",2015,8478402,L,48,44,138,NULL
8476454,NHL,EDM,C,Ryan,Nugent-Hopkins,1993-04-12,"6' 1""",192,93,NULL,CAN,"Burnaby, British Columbia",2011,8476454,L,20,21,56,NULL
8481617,NHL,EDM,R,Vasily,Podkolzin,2001-06-24,"6' 1""",190,92,NULL,RUS,Moscow,2019,8481617,L,19,63,37,NULL
8484509,NHL,EDM,C,Josh,Samanski,2002-03-22,"6' 2""",195,81,NULL,DEU,Erding,NULL,8484509,L,2,6,4,NULL
8483512,NHL,EDM,C,Matt,Savoie,2004-01-01,"5' 10""",179,22,NULL,CAN,"St. Albert, Alberta",2022,8483512,R,18,24,37,NULL
8480803,NHL,EDM,D,Evan,Bouchard,1999-10-20,"6' 3""",192,2,NULL,CAN,"Oakville, Ontario",2018,8480803,R,21,30,95,NULL
8475218,NHL,EDM,D,Mattias,Ekholm,1990-05-24,"6' 5""",225,14,NULL,SWE,Borlange,2009,8475218,L,6,30,41,NULL
8480834,NHL,EDM,D,Ty,Emberson,2000-05-23,"6' 0""",193,49,NULL,USA,"Eau Claire, Wisconsin",2018,8480834,R,2,23,12,NULL
8482166,NHL,EDM,D,Shakir,Mukhamadullin,2002-01-10,"6' 4""",200,85,NULL,RUS,Ufa,2020,8482166,L,5,22,12,NULL
8476473,NHL,EDM,D,Connor,Murphy,1993-03-26,"6' 4""",212,5,NULL,USA,"Boston, Massachusetts",2011,8476473,R,5,71,17,NULL
8478854,NHL,EDM,D,Ryan,Shea,1997-02-11,"6' 1""",200,6,NULL,USA,"Milton, Massachusetts",2015,8478854,L,6,22,35,NULL
8478013,NHL,EDM,D,Jake,Walman,1996-02-20,"6' 1""",218,96,NULL,CAN,"Toronto, Ontario",2014,8478013,L,8,10,20,NULL
8475883,NHL,EDM,G,Frederik,Andersen,1989-10-02,"6' 4""",229,30,NULL,DNK,Herning,2012,8475883,L,0,0,0,0.91
8477465,NHL,EDM,G,Tristan,Jarry,1995-04-29,"6' 4""",201,35,NULL,CAN,"Surrey, British Columbia",2013,8477465,L,0,0,0,0.91
8482221,NHL,EDM,G,Devon,Levi,2001-12-27,"6' 0""",192,27,NULL,CAN,"Dollard-des-Ormeaux, Quebec",2020,8482221,L,0,0,0,0.89
8477493,NHL,FLA,C,Aleksander,Barkov,1995-09-02,"6' 3""",214,16,NULL,FIN,Tampere,2013,8477493,L,20,16,71,NULL
8481556,NHL,FLA,C,John,Beecher,2001-04-05,"6' 3""",220,17,NULL,USA,"Elmira, New York",2019,8481556,L,3,31,7,NULL
8477935,NHL,FLA,C,Sam,Bennett,1996-06-20,"6' 1""",193,9,NULL,CAN,"Holland Landing, Ontario",2014,8477935,L,26,82,58,NULL
8474189,NHL,FLA,C,Lars,Eller,1989-05-08,"6' 2""",207,20,NULL,DNK,Rodovre,2007,8474189,L,5,12,15,NULL
8479981,NHL,FLA,L,Jonah,Gadjovich,1998-10-12,"6' 3""",211,12,NULL,CAN,"Whitby, Ontario",2017,8479981,L,0,7,3,NULL
8477903,NHL,FLA,R,Garnet,Hathaway,1991-11-23,"6' 2""",212,21,NULL,USA,"Naples, Florida",NULL,8477903,R,1,59,3,NULL
8478043,NHL,FLA,C,Sam,Lafferty,1995-03-06,"6' 2""",205,18,NULL,USA,"Hollidaysburg, Pennsylvania",2014,8478043,R,1,14,2,NULL
8482113,NHL,FLA,C,Anton,Lundell,2001-10-03,"6' 1""",196,15,NULL,FIN,Espoo,2020,8482113,L,18,34,44,NULL
8480185,NHL,FLA,C,Eetu,Luostarinen,1998-09-02,"6' 3""",191,27,NULL,FIN,Siilinjarvi,2017,8480185,L,11,32,33,NULL
8473419,NHL,FLA,L,Brad,Marchand,1988-05-11,"5' 9""",180,63,NULL,CAN,"Halifax, Nova Scotia",2006,8473419,L,27,38,54,NULL
8481133,NHL,FLA,L,Cole,Reinhardt,2000-02-01,"6' 1""",207,29,NULL,CAN,"Calgary, Alberta",2020,8481133,L,9,21,15,NULL
8477933,NHL,FLA,C,Sam,Reinhart,1995-11-06,"6' 1""",196,13,NULL,CAN,"West Vancouver, British Columbia",2014,8477933,R,29,10,61,NULL
8481655,NHL,FLA,C,Cole,Schwindt,2001-04-25,"6' 3""",210,79,NULL,CAN,"Kitchener, Ontario",2019,8481655,R,5,2,7,NULL
8480801,NHL,FLA,L,Brady,Tkachuk,1999-09-16,"6' 4""",226,8,NULL,USA,"Scottsdale, Arizona",2018,8480801,L,22,71,59,NULL
8479314,NHL,FLA,L,Matthew,Tkachuk,1997-12-11,"6' 2""",202,19,NULL,USA,"Scottsdale, Arizona",2016,8479314,L,13,48,34,NULL
8477409,NHL,FLA,C,Carter,Verhaeghe,1995-08-14,"6' 2""",183,23,NULL,CAN,"Toronto, Ontario",2013,8477409,L,25,32,55,NULL
8484304,NHL,FLA,D,Uvis,Balinskis,1996-08-01,"6' 0""",196,26,NULL,LVA,Ventspils,NULL,8484304,L,5,30,15,NULL
8477932,NHL,FLA,D,Aaron,Ekblad,1996-02-07,"6' 4""",220,5,NULL,CAN,"Windsor, Ontario",2014,8477932,R,4,55,26,NULL
8478055,NHL,FLA,D,Gustav,Forsling,1996-06-12,"6' 1""",199,42,NULL,SWE,Linkoping,2014,8478055,L,2,51,28,NULL
8475462,NHL,FLA,D,Radko,Gudas,1990-06-05,"6' 0""",208,6,NULL,CZE,Prague,2010,8475462,R,2,67,13,NULL
8477495,NHL,FLA,D,Seth,Jones,1994-10-03,"6' 4""",213,3,NULL,USA,"Arlington, Texas",2013,8477495,R,7,18,32,NULL
8475179,NHL,FLA,D,Dmitry,Kulikov,1990-10-29,"6' 1""",212,7,NULL,RUS,Lipetsk,2009,8475179,L,0,10,0,NULL
8478859,NHL,FLA,D,Niko,Mikkola,1996-04-27,"6' 6""",204,77,NULL,FIN,Kiiminki,2015,8478859,L,3,47,11,NULL
8475755,NHL,FLA,D,Alexander,Petrovic,1992-03-03,"6' 5""",215,36,NULL,CAN,"Edmonton, Alberta",2010,8475755,R,2,47,10,NULL
8482131,NHL,FLA,D,Donovan,Sebrango,2002-01-12,"6' 2""",223,73,NULL,CAN,"Ottawa, Ontario",2020,8482131,L,0,68,8,NULL
8474593,NHL,FLA,G,Jacob,Markstrom,1990-01-31,"6' 6""",207,25,NULL,SWE,Gavle,2008,8474593,L,0,0,0,0.91
8481033,NHL,FLA,G,Akira,Schmid,2000-05-12,"6' 5""",190,40,NULL,CHE,Bern,2018,8481033,L,0,0,0,0.90
8476469,NHL,LAK,R,Joel,Armia,1993-05-31,"6' 3""",215,40,NULL,FIN,Pori,2011,8476469,R,13,30,25,NULL
8482124,NHL,LAK,R,Quinton,Byfield,2002-08-19,"6' 5""",230,55,NULL,CAN,"Newmarket, Ontario",2020,8482124,L,24,46,49,NULL
8477942,NHL,LAK,L,Kevin,Fiala,1996-07-22,"6' 0""",205,22,NULL,CHE,St. Gallen,2014,8477942,L,18,34,40,NULL
8475287,NHL,LAK,L,Erik,Haula,1991-03-23,"5' 11""",191,56,NULL,FIN,Pori,2009,8475287,L,14,64,38,NULL
8482726,NHL,LAK,C,Samuel,Helenius,2002-11-26,"6' 6""",225,79,NULL,USA,"Dallas, Texas",2021,8482726,L,5,50,9,NULL
8477960,NHL,LAK,R,Adrian,Kempe,1996-09-13,"6' 2""",205,9,NULL,SWE,Kramfors,2014,8477960,L,36,58,73,NULL
8482155,NHL,LAK,R,Alex,Laferriere,2001-10-28,"6' 1""",205,14,NULL,USA,"Chatham, New Jersey",2020,8482155,R,21,18,44,NULL
8476872,NHL,LAK,C,Scott,Laughton,1994-05-30,"6' 1""",190,21,NULL,CAN,"Oakville, Ontario",2012,8476872,L,13,31,20,NULL
8479675,NHL,LAK,L,Trevor,Moore,1995-03-31,"5' 11""",195,12,NULL,USA,"Thousand Oaks, California",NULL,8479675,L,13,8,32,NULL
8478550,NHL,LAK,L,Artemi,Panarin,1991-10-30,"6' 0""",176,10,NULL,RUS,Korkino,NULL,8478550,R,28,20,84,NULL
8470621,NHL,LAK,R,Corey,Perry,1985-05-16,"6' 3""",210,NULL,NULL,CAN,"Peterborough, Ontario",2003,8470621,R,17,81,37,NULL
8481532,NHL,LAK,C,Alex,Turcotte,2001-02-26,"5' 11""",195,15,NULL,USA,"Elk Grove, Illinois",2019,8481532,L,3,21,14,NULL
8483406,NHL,LAK,R,Taylor,Ward,1998-03-31,"6' 2""",215,52,NULL,CAN,"Kelowna, British Columbia",NULL,8483406,R,3,7,7,NULL
8475692,NHL,LAK,C,Mats,Zuccarello,1987-09-01,"5' 8""",181,36,NULL,NOR,Oslo,NULL,8475692,L,15,20,54,NULL
8479998,NHL,LAK,D,Mikey,Anderson,1999-05-25,"6' 0""",195,44,NULL,USA,"Roseville, Minnesota",2017,8479998,L,4,22,20,NULL
8476879,NHL,LAK,D,Cody,Ceci,1993-12-21,"6' 3""",210,5,NULL,CAN,"Ottawa, Ontario",2012,8476879,R,1,16,9,NULL
8482730,NHL,LAK,D,Brandt,Clarke,2003-02-09,"6' 2""",200,92,NULL,CAN,"Nepean, Ontario",2021,8482730,R,8,63,40,NULL
8474563,NHL,LAK,D,Drew,Doughty,1989-12-08,"6' 1""",210,8,NULL,CAN,"London, Ontario",2008,8474563,R,5,40,23,NULL
8475208,NHL,LAK,D,Brian,Dumoulin,1991-09-06,"6' 4""",215,2,NULL,USA,"Biddeford, Maine",2009,8475208,L,2,22,17,NULL
8476441,NHL,LAK,D,Joel,Edmundson,1993-06-28,"6' 5""",220,6,NULL,CAN,"Brandon, Manitoba",2011,8476441,L,2,25,23,NULL
8476979,NHL,LAK,D,Erik,Gustafsson,1992-03-14,"6' 0""",190,NULL,NULL,SWE,Nynashamn,2012,8476979,L,0,2,0,NULL
8481059,NHL,LAK,D,Scott,Perunovich,1998-08-18,"5' 10""",175,48,NULL,USA,"Hibbing, Minnesota",2018,8481059,L,2,10,9,NULL
8476341,NHL,LAK,G,Anton,Forsberg,1992-11-27,"6' 3""",200,31,NULL,SWE,Härnösand,2011,8476341,L,0,0,0,0.91
8475311,NHL,LAK,G,Darcy,Kuemper,1990-05-05,"6' 5""",215,35,NULL,CAN,"Saskatoon, Saskatchewan",2009,8475311,L,0,0,0,0.91
8481557,NHL,MIN,L,Matt,Boldy,2001-04-05,"6' 2""",201,12,NULL,USA,"Milford, Massachusetts",2019,8481557,L,42,30,85,NULL
8481553,NHL,MIN,R,Bobby,Brink,2001-07-08,"5' 8""",169,10,NULL,USA,"Minnetonka, Minnesota",2019,8481553,R,15,24,30,NULL
8476399,NHL,MIN,L,Blake,Coleman,1991-11-28,"5' 11""",199,20,NULL,USA,"Plano, Texas",2011,8476399,L,20,49,35,NULL
8478493,NHL,MIN,C,Joel,Eriksson Ek,1997-01-29,"6' 3""",207,14,NULL,SWE,Karlstad,2015,8478493,L,19,32,51,NULL
8475220,NHL,MIN,L,Marcus,Foligno,1991-08-10,"6' 3""",226,17,NULL,USA,"Buffalo, New York",2009,8475220,L,8,67,13,NULL
8473422,NHL,MIN,L,Nick,Foligno,1987-10-31,"6' 0""",210,71,NULL,USA,"Buffalo, New York",2006,8473422,L,4,44,15,NULL
8483452,NHL,MIN,C,Hunter,Haight,2004-04-04,"5' 10""",173,37,NULL,CAN,"Strathroy, Ontario",2022,8483452,R,1,4,2,NULL
8477451,NHL,MIN,R,Ryan,Hartman,1994-09-20,"6' 0""",197,38,NULL,USA,"Hilton Head Island, South Carolina",2013,8477451,R,23,48,43,NULL
8478864,NHL,MIN,L,Kirill,Kaprizov,1997-04-26,"5' 10""",202,97,NULL,RUS,Novokuznetsk,2015,8478864,L,45,28,89,NULL
8477446,NHL,MIN,C,Michael,McCarron,1995-03-07,"6' 6""",232,47,NULL,USA,"Grosse Pointe, Michigan",2013,8477446,R,8,93,17,NULL
8485702,NHL,MIN,R,Maksim,Shabanov,2000-10-07,"5' 9""",167,49,NULL,RUS,Chelyabinsk,NULL,8485702,L,5,2,18,NULL
8481477,NHL,MIN,C,Nico,Sturm,1995-05-03,"6' 3""",209,78,NULL,DEU,Augsburg,NULL,8481477,L,5,16,11,NULL
8478508,NHL,MIN,C,Yakov,Trenin,1997-01-13,"6' 2""",201,13,NULL,RUS,Chelyabinsk,2015,8478508,L,6,38,23,NULL
8483525,NHL,MIN,R,Danila,Yurov,2003-12-22,"6' 1""",178,22,NULL,RUS,Chelyabinsk,2022,8483525,L,12,28,27,NULL
8474567,NHL,MIN,D,Zach,Bogosian,1990-07-15,"6' 3""",231,24,NULL,USA,"Massena, New York",2008,8474567,R,2,18,6,NULL
8476463,NHL,MIN,D,Jonas,Brodin,1993-07-12,"6' 2""",196,25,NULL,SWE,Karlstad,2011,8476463,L,4,16,18,NULL
8482122,NHL,MIN,D,Brock,Faber,2002-08-22,"6' 1""",200,7,NULL,USA,"Maple Grove, Minnesota",2020,8482122,R,15,39,51,NULL
8486166,NHL,MIN,D,Viking,Gustafsson Nyberg,2003-09-21,"6' 6""",225,6,NULL,SWE,Stockholm,NULL,8486166,L,0,0,0,NULL
8480800,NHL,MIN,D,Quinn,Hughes,1999-10-14,"5' 10""",180,43,NULL,USA,"Orlando, Florida",2018,8480800,L,7,32,76,NULL
8482094,NHL,MIN,D,Daemon,Hunt,2002-05-15,"6' 1""",193,48,NULL,CAN,"Brandon, Manitoba",2020,8482094,L,0,6,6,NULL
8482641,NHL,MIN,D,Matt,Kiersted,1998-04-14,"6' 0""",182,26,NULL,USA,"Elk River, Minnesota",NULL,8482641,L,0,0,1,NULL
8482781,NHL,MIN,D,Carson,Lambos,2003-01-14,"6' 1""",197,28,NULL,CAN,"Winnipeg, Manitoba",2021,8482781,L,0,0,0,NULL
8476874,NHL,MIN,D,Olli,Maatta,1994-08-22,"6' 2""",207,3,NULL,FIN,Jyväskylä,2012,8476874,L,2,4,15,NULL
8483766,NHL,MIN,D,David,Spacek,2003-02-18,"6' 0""",174,82,NULL,USA,"Columbus, Ohio",2022,8483766,R,0,0,0,NULL
8474716,NHL,MIN,D,Jared,Spurgeon,1989-11-29,"5' 9""",166,46,NULL,CAN,"Edmonton, Alberta",2008,8474716,R,6,14,22,NULL
