playerID,sportCode,team_id,team_abbrev,team_name,positionCode,firstName,lastName,dateOfBirth,height,weight,number,college,birthCountry,birthCityState,draftYear,playerID,pointsPerGame,reboundsPerGame,assistsPerGame
4432166,NBA,8,DET,Pistons,G,Cade,Cunningham,2001-09-25,"6' 6""",220.0,2,Oklahoma State,USA,"Arlington, TX",2022,4432166,NULL,NULL,NULL
4433621,NBA,8,DET,Pistons,C,Jalen,Duren,2003-11-18,"6' 10""",250.0,0,Memphis,USA,"Sharon Hill, PA",2023,4433621,NULL,NULL,NULL
2596112,NBA,8,DET,Pistons,G,Javonte,Green,1993-07-23,"6' 5""",205.0,31,Radford,USA,"Petersburg, VA",2019,2596112,NULL,NULL,NULL
2999547,NBA,8,DET,Pistons,G,Gary,Harris,1994-09-14,"6' 4""",210.0,NULL,Michigan State,USA,"Fishers, IN",2014,2999547,NULL,NULL,NULL
4683771,NBA,8,DET,Pistons,F,Ronald,Holland II,2005-07-07,"6' 8""",206.0,5,NULL,USA,"Duncanville, TX",2025,4683771,NULL,NULL,NULL
4066372,NBA,8,DET,Pistons,G,Kevin,Huerter,1998-08-27,"6' 6""",198.0,27,Maryland,USA,"Albany, NY",2018,4066372,NULL,NULL,NULL
5107199,NBA,8,DET,Pistons,G,Daniss,Jenkins,2001-08-17,"6' 4""",165.0,24,St. John's,USA,"Dallas, TX",2025,5107199,NULL,NULL,NULL
4395702,NBA,8,DET,Pistons,G,Isaiah,Joe,1999-07-02,"6' 4""",165.0,NULL,Arkansas,USA,"Fort Smith, AR",2020,4395702,NULL,NULL,NULL
5107818,NBA,8,DET,Pistons,C,Isaac,Jones,2000-07-11,"6' 8""",245.0,3,Washington State,USA,"Spanaway, WA",2025,5107818,NULL,NULL,NULL
4700852,NBA,8,DET,Pistons,G,Chaz,Lanier,2001-12-19,"6' 3""",206.0,20,Tennessee,USA,"Nashville, TN",2026,4700852,NULL,NULL,NULL
4592187,NBA,8,DET,Pistons,F,Wendell,Moore Jr.,2001-09-18,"6' 5""",215.0,14,Duke,USA,"Charlotte, NC",2023,4592187,NULL,NULL,NULL
5258459,NBA,8,DET,Pistons,G,Ebuka,Okorie,2007-04-10,"6' 2""",186.0,NULL,Stanford,USA,"Nashua, NH",2026,5258459,NULL,NULL,NULL
5037878,NBA,8,DET,Pistons,C,Ugonna,Onyenso,2004-09-25,"7' 0""",236.0,NULL,Virginia,Nigeria,Owerri,2026,5037878,NULL,NULL,NULL
2990962,NBA,8,DET,Pistons,F,Taurean,Prince,1994-03-22,"6' 6""",218.0,12,Baylor,USA,"San Marcos, TX",2016,2990962,NULL,NULL,NULL
4278562,NBA,8,DET,Pistons,F,Paul,Reed,1999-06-14,"6' 9""",210.0,7,DePaul,USA,"Orlando, FL",2020,4278562,NULL,NULL,NULL
3157465,NBA,8,DET,Pistons,F,Duncan,Robinson,1994-04-22,"6' 7""",215.0,55,Michigan,USA,"York, ME",2018,3157465,NULL,NULL,NULL
4397882,NBA,8,DET,Pistons,F,Tolu,Smith,2000-07-26,"6' 11""",250.0,35,Mississippi State,USA,"Bay Saint Louis, MS",2025,4397882,NULL,NULL,NULL
4684742,NBA,8,DET,Pistons,G,Ausar,Thompson,2003-01-30,"6' 7""",205.0,9,NULL,USA,"Oakland, CA",2024,4684742,NULL,NULL,NULL
6430,NBA,9,GS,Warriors,F,Jimmy,Butler III,1989-09-14,"6' 6""",230.0,10,Marquette,USA,"Houston, TX",2011,6430,NULL,NULL,NULL
4433149,NBA,9,GS,Warriors,G,LJ,Cryer,2001-10-09,"6' 0""",200.0,18,Houston,USA,"Katy, TX",2026,4433149,NULL,NULL,NULL
2326307,NBA,9,GS,Warriors,G,Seth,Curry,1990-08-23,"6' 1""",185.0,31,Duke,USA,"Charlotte, NC",2013,2326307,NULL,NULL,NULL
3975,NBA,9,GS,Warriors,G,Stephen,Curry,1988-03-14,"6' 2""",185.0,30,Davidson,USA,"Akron, OH",2009,3975,NULL,NULL,NULL
6589,NBA,9,GS,Warriors,F,Draymond,Green,1990-03-04,"6' 6""",230.0,23,Michigan State,USA,"Saginaw, MI",2012,6589,NULL,NULL,NULL
3213,NBA,9,GS,Warriors,C,Al,Horford,1986-06-03,"6' 8""",240.0,20,Florida,Dominican Republic,Puerto Plata,2007,3213,NULL,NULL,NULL
5108969,NBA,9,GS,Warriors,G,Lajae,Jones,2004-05-21,"6' 7""",220.0,NULL,Florida State,USA,"Neptune Beach, FL",2026,5108969,NULL,NULL,NULL
5175737,NBA,9,GS,Warriors,F,Yaxel,Lendeborg,2002-09-30,"6' 9""",241.0,NULL,Michigan,USA,"Pennsauken, NJ",2026,5175737,NULL,NULL,NULL
4897449,NBA,9,GS,Warriors,F,Malevy,Leons,1999-09-23,"6' 9""",203.0,33,Bradley,Netherlands,IJmuiden,2025,4897449,NULL,NULL,NULL
4066436,NBA,9,GS,Warriors,G,De'Anthony,Melton,1998-05-28,"6' 2""",200.0,8,USC,USA,"North Hollywood, CA",2018,4066436,NULL,NULL,NULL
4432171,NBA,9,GS,Warriors,G,Moses,Moody,2002-05-31,"6' 5""",211.0,4,Arkansas,USA,"Little Rock, AR",2022,4432171,NULL,NULL,NULL
3134903,NBA,9,GS,Warriors,G,Gary,Payton II,1992-12-01,"6' 2""",195.0,0,Oregon State,USA,"Las Vegas, NV",2016,3134903,NULL,NULL,NULL
4709138,NBA,9,GS,Warriors,G,Brandin,Podziemski,2003-02-25,"6' 4""",205.0,2,Santa Clara,USA,"Greenfield, WI",2024,4709138,NULL,NULL,NULL
3102531,NBA,9,GS,Warriors,C,Kristaps,Porzingis,1995-08-02,"7' 2""",240.0,7,NULL,Latvia,Liepaja,2015,3102531,NULL,NULL,NULL
4593016,NBA,9,GS,Warriors,C,Quinten,Post,2000-03-21,"7' 0""",238.0,21,Boston College,Netherlands,Amsterdam,2025,4593016,NULL,NULL,NULL
4897262,NBA,9,GS,Warriors,G,Will,Richard,2002-12-24,"6' 3""",206.0,3,Florida,USA,"Fairburn, GA",2026,4897262,NULL,NULL,NULL
4997536,NBA,9,GS,Warriors,F,Gui,Santos,2002-06-22,"6' 7""",185.0,15,NULL,Brazil,Brasilia,2024,4997536,NULL,NULL,NULL
4397821,NBA,9,GS,Warriors,G,Nate,Williams,1999-02-12,"6' 5""",205.0,19,Buffalo,USA,"Rochester, NY",2023,4397821,NULL,NULL,NULL
3074213,NBA,9,GS,Warriors,C,Omer,Yurtseven,1998-06-19,"6' 11""",275.0,77,Memphis,Uzbekistan,NULL,2023,3074213,NULL,NULL,NULL
2991235,NBA,10,HOU,Rockets,C,Steven,Adams,1993-07-20,"6' 11""",265.0,12,Pittsburgh,New Zealand,Rotorua,2013,2991235,NULL,NULL,NULL
3037789,NBA,10,HOU,Rockets,G,Bogdan,Bogdanovic,1992-08-18,"6' 5""",225.0,NULL,NULL,Serbia,Belgrade,2017,3037789,NULL,NULL,NULL
3102529,NBA,10,HOU,Rockets,C,Clint,Capela,1994-05-18,"6' 10""",256.0,30,NULL,Switzerland,Geneva,2014,3102529,NULL,NULL,NULL
4592857,NBA,10,HOU,Rockets,F,Isaiah,Crawford,2001-11-01,"6' 6""",220.0,27,Louisiana Tech,USA,"Fort Worth, TX",2025,4592857,NULL,NULL,NULL
4576085,NBA,10,HOU,Rockets,G,JD,Davison,2002-10-03,"6' 1""",195.0,4,Alabama,USA,"Letohatchee, AL",2023,4576085,NULL,NULL,NULL
3202,NBA,10,HOU,Rockets,F,Kevin,Durant,1988-09-29,"6' 11""",240.0,7,Texas,USA,"Suitland, MD",2007,3202,NULL,NULL,NULL
4433192,NBA,10,HOU,Rockets,F,Tari,Eason,2001-05-10,"6' 8""",215.0,17,LSU,USA,"Los Angeles, CA",2023,4433192,NULL,NULL,NULL
3209,NBA,10,HOU,Rockets,F,Jeff,Green,1986-08-28,"6' 8""",235.0,32,Georgetown,USA,"Hyattsville, MD",2007,3209,NULL,NULL,NULL
3922230,NBA,10,HOU,Rockets,G,Aaron,Holiday,1996-09-30,"6' 0""",185.0,0,UCLA,USA,"Chatsworth, CA",2018,3922230,NULL,NULL,NULL
4592965,NBA,10,HOU,Rockets,G,Tristen,Newton,2001-04-26,"6' 5""",202.0,13,UConn,USA,"El Paso, TX",2025,4592965,NULL,NULL,NULL
4871144,NBA,10,HOU,Rockets,C,Alperen,Sengun,2002-07-25,"6' 11""",243.0,28,NULL,Türkiye,Giresun,2022,4871144,NULL,NULL,NULL
4711272,NBA,10,HOU,Rockets,G,Reed,Sheppard,2004-06-24,"6' 2""",185.0,15,Kentucky,USA,"London, KY",2025,4711272,NULL,NULL,NULL
2990992,NBA,10,HOU,Rockets,G,Marcus,Smart,1994-03-06,"6' 3""",220.0,NULL,Oklahoma State,USA,"Flower Mound, TX",2014,2990992,NULL,NULL,NULL
4432639,NBA,10,HOU,Rockets,F,Jabari,Smith Jr.,2003-05-13,"6' 11""",220.0,10,Auburn,USA,"Fayetteville, GA",2023,4432639,NULL,NULL,NULL
3136777,NBA,10,HOU,Rockets,F,Jae'Sean,Tate,1995-10-28,"6' 4""",230.0,8,Ohio State,USA,"Pickerington, OH",2020,3136777,NULL,NULL,NULL
4684740,NBA,10,HOU,Rockets,G,Amen,Thompson,2003-01-30,"6' 7""",200.0,1,NULL,USA,"Oakland, CA",2024,4684740,NULL,NULL,NULL
5105837,NBA,10,HOU,Rockets,G,Bruce,Thornton,2003-09-14,"6' 0""",223.0,NULL,Ohio State,USA,"Fairburn, GA",2026,5105837,NULL,NULL,NULL
2991230,NBA,10,HOU,Rockets,G,Fred,VanVleet,1994-02-25,"6' 0""",197.0,5,Wichita State,USA,"Rockford, IL",2016,2991230,NULL,NULL,NULL
4431752,NBA,11,IND,Pacers,G,Kobe,Brown,2000-01-01,"6' 7""",250.0,24,Missouri,USA,"Huntsville, AL",2024,4431752,NULL,NULL,NULL
5157066,NBA,11,IND,Pacers,G,Johnny,Furphy,2004-12-07,"6' 8""",200.0,12,Kansas,Australia,"Melbourne, VIC",2025,5157066,NULL,NULL,NULL
4396993,NBA,11,IND,Pacers,G,Tyrese,Haliburton,2000-02-29,"6' 5""",185.0,0,Iowa State,USA,"Oshkosh, WI",2020,4396993,NULL,NULL,NULL
4065731,NBA,11,IND,Pacers,C,Jay,Huff,1997-08-25,"7' 1""",240.0,32,Virginia,USA,"Durham, NC",2022,4065731,NULL,NULL,NULL
4592829,NBA,11,IND,Pacers,G,Quenton,Jackson,1998-09-15,"6' 4""",173.0,29,Texas A&M,USA,"Los Angeles, CA",2023,4592829,NULL,NULL,NULL
2530530,NBA,11,IND,Pacers,G,T.J.,McConnell,1992-03-25,"6' 1""",190.0,9,Arizona,USA,"Pittsburgh, PA",2015,2530530,NULL,NULL,NULL
2580365,NBA,11,IND,Pacers,F,Larry,Nance Jr.,1993-01-01,"6' 6""",245.0,NULL,Wyoming,USA,"Akron, OH",2015,2580365,NULL,NULL,NULL
4395712,NBA,11,IND,Pacers,G,Andrew,Nembhard,2000-01-16,"6' 4""",191.0,2,Gonzaga,Canada,"Aurora, ON",2023,4395712,NULL,NULL,NULL
4396909,NBA,11,IND,Pacers,G,Aaron,Nesmith,1999-10-16,"6' 5""",215.0,23,Vanderbilt,USA,"Charleston, SC",2020,4396909,NULL,NULL,NULL
3133603,NBA,11,IND,Pacers,G,Kelly,Oubre Jr.,1995-12-09,"6' 8""",203.0,NULL,Kansas,USA,"Henderson, NV",2015,3133603,NULL,NULL,NULL
4703421,NBA,11,IND,Pacers,G,Taelon,Peter,2002-02-27,"6' 3""",185.0,4,Liberty,USA,"Russellville, AR",2026,4703421,NULL,NULL,NULL
4433076,NBA,11,IND,Pacers,G,Ben,Sheppard,2001-07-16,"6' 6""",190.0,26,Belmont,USA,"Atlanta, GA",2024,4433076,NULL,NULL,NULL
3149673,NBA,11,IND,Pacers,F,Pascal,Siakam,1994-04-02,"6' 8""",245.0,43,New Mexico State,Cameroon,Douala,2016,3149673,NULL,NULL,NULL
4398207,NBA,11,IND,Pacers,F,Jalen,Slawson,1999-10-22,"6' 7""",215.0,18,Furman,USA,"Summerville, SC",2025,4398207,NULL,NULL,NULL
5105854,NBA,11,IND,Pacers,G,Braden,Smith,2003-07-25,"5' 10""",167.0,NULL,Purdue,USA,"Westfield, IN",2026,5105854,NULL,NULL,NULL
4278516,NBA,11,IND,Pacers,G,Ethan,Thompson,1999-05-04,"6' 5""",195.0,55,Oregon State,USA,"Los Angeles, CA",2026,4278516,NULL,NULL,NULL
4278355,NBA,11,IND,Pacers,F,Obi,Toppin,1998-03-04,"6' 9""",220.0,1,Dayton,USA,"Brooklyn, NY",2020,4278355,NULL,NULL,NULL
5106060,NBA,11,IND,Pacers,F,Jarace,Walker,2003-09-04,"6' 7""",235.0,5,Houston,USA,"New Freedom, PA",2024,5106060,NULL,NULL,NULL
4017837,NBA,11,IND,Pacers,C,Ivica,Zubac,1997-03-18,"7' 0""",240.0,40,NULL,Bosnia & Herzegovina,Mostar,2016,4017837,NULL,NULL,NULL
4845363,NBA,12,LAC,Clippers,G,Cam,Christie,2005-07-24,"6' 5""",190.0,12,Minnesota,USA,"Arlington Heights, IL",2025,4845363,NULL,NULL,NULL
5106258,NBA,12,LAC,Clippers,G,Gradey,Dick,2003-11-20,"6' 7""",200.0,1,Kansas,USA,"Wichita, KS",2024,5106258,NULL,NULL,NULL
2991139,NBA,12,LAC,Clippers,G,Kris,Dunn,1994-03-18,"6' 3""",205.0,8,Providence,USA,"New London, CT",2016,2991139,NULL,NULL,NULL
4396907,NBA,12,LAC,Clippers,G,Darius,Garland,2000-01-26,"6' 1""",192.0,10,Vanderbilt,USA,"Gary, IN",2019,4396907,NULL,NULL,NULL
4066648,NBA,12,LAC,Clippers,F,Rui,Hachimura,1998-02-08,"6' 8""",230.0,28,Gonzaga,Japan,Toyama,2019,4066648,NULL,NULL,NULL
3913176,NBA,12,LAC,Clippers,F,Brandon,Ingram,1997-09-02,"6' 8""",190.0,3,Duke,USA,"Kinston, NC",2016,3913176,NULL,NULL,NULL
4432170,NBA,12,LAC,Clippers,F,Isaiah,Jackson,2002-01-10,"6' 8""",205.0,23,Kentucky,USA,"Pontiac, MI",2022,4432170,NULL,NULL,NULL
3936099,NBA,12,LAC,Clippers,F,Derrick,Jones Jr.,1997-02-15,"6' 6""",210.0,5,UNLV,USA,"Chester, PA",2016,3936099,NULL,NULL,NULL
3448,NBA,12,LAC,Clippers,C,Brook,Lopez,1988-04-01,"7' 1""",282.0,11,Stanford,USA,"North Hollywood, CA",2008,3448,NULL,NULL,NULL
5105832,NBA,12,LAC,Clippers,F,Nick,Martinelli,2004-04-20,"6' 7""",224.0,NULL,Northwestern,USA,"Glenview, IL",2026,5105832,NULL,NULL,NULL
4683634,NBA,12,LAC,Clippers,G,Bennedict,Mathurin,2002-06-19,"6' 5""",210.0,9,Arizona,Canada,"Montreal, PQ",2023,4683634,NULL,NULL,NULL
5075626,NBA,12,LAC,Clippers,F,Baba,Miller,2004-02-07,"6' 11""",208.0,NULL,Cincinnati,Spain,Mallorca,2026,5075626,NULL,NULL,NULL
4396818,NBA,12,LAC,Clippers,G,Jordan,Miller,2000-01-23,"6' 5""",194.0,22,Miami,USA,"Middleburg, VA",2024,4396818,NULL,NULL,NULL
5363895,NBA,12,LAC,Clippers,F,Narcisse,Ngoy,2004-07-13,"6' 10""",NULL,NULL,NULL,France,Champigny-sur-Marne,2026,5363895,NULL,NULL,NULL
5108024,NBA,12,LAC,Clippers,C,Yanic Konan,Niederhauser,2003-03-14,"6' 11""",242.0,14,Penn State,Switzerland,Fraschels,2026,5108024,NULL,NULL,NULL
4702134,NBA,12,LAC,Clippers,F,Norchad,Omier,2001-08-28,"6' 5""",248.0,55,Baylor,Nicaragua,Bluefields,2026,4702134,NULL,NULL,NULL
4709131,NBA,12,LAC,Clippers,G,Sean,Pedulla,2002-10-10,"6' 1""",195.0,00,Ole Miss,USA,"Edmond, OK",2026,4709131,NULL,NULL,NULL
4702352,NBA,12,LAC,Clippers,G,Kobe,Sanders,2002-05-30,"6' 8""",207.0,4,Nevada,USA,"San Diego, CA",2026,4702352,NULL,NULL,NULL
5254165,NBA,12,LAC,Clippers,G,Keaton,Wagler,2007-02-03,"6' 5""",188.0,NULL,Illinois,USA,"Shawnee, KS",2026,5254165,NULL,NULL,NULL
4683749,NBA,12,LAC,Clippers,G,TyTy,Washington Jr.,2001-11-15,"6' 3""",195.0,15,Kentucky,USA,"Phoenix, AZ",2023,4683749,NULL,NULL,NULL
5113969,NBA,13,LAL,Lakers,G,Cameron,Carr,2004-11-21,"6' 5""",184.0,NULL,Baylor,USA,"Eden Prairie, MN",2026,5113969,NULL,NULL,NULL
3945274,NBA,13,LAL,Lakers,G,Luka,Doncic,1999-02-28,"6' 8""",230.0,77,NULL,Slovenia,Ljubljana,2018,3945274,NULL,NULL,NULL
4397014,NBA,13,LAL,Lakers,G,Quentin,Grimes,2000-05-08,"6' 4""",210.0,NULL,Houston,USA,"The Woodlands, TX",2021,4397014,NULL,NULL,NULL
4868423,NBA,13,LAL,Lakers,G,Jaden,Hardy,2002-07-05,"6' 3""",198.0,NULL,NULL,USA,"Henderson, NV",2023,4868423,NULL,NULL,NULL
4683774,NBA,13,LAL,Lakers,G,Bronny,James,2004-10-06,"6' 2""",210.0,9,USC,USA,"Akron, OH",2025,4683774,NULL,NULL,NULL
4433136,NBA,13,LAL,Lakers,C,Walker,Kessler,2001-07-26,"7' 2""",245.0,NULL,Auburn,USA,"Newnan, GA",2022,4433136,NULL,NULL,NULL
2960236,NBA,13,LAL,Lakers,F,Maxi,Kleber,1992-01-29,"6' 10""",240.0,14,NULL,Germany,Wurzburg,2017,2960236,NULL,NULL,NULL
4897943,NBA,13,LAL,Lakers,F,Dalton,Knecht,2001-04-19,"6' 6""",215.0,4,Tennessee,USA,"Thornton, CO",2025,4897943,NULL,NULL,NULL
4592691,NBA,13,LAL,Lakers,F,Jake,LaRavia,2001-11-03,"6' 7""",235.0,12,Wake Forest,USA,"Indianapolis, IN",2023,4592691,NULL,NULL,NULL
3155535,NBA,13,LAL,Lakers,F,Kevon,Looney,1996-02-06,"6' 9""",222.0,NULL,UCLA,USA,"Milwaukee, WI",2015,3155535,NULL,NULL,NULL
4278580,NBA,13,LAL,Lakers,F,Sandro,Mamukelashvili,1999-05-23,"6' 9""",240.0,NULL,Seton Hall,Georgia,Tbilisi,2021,4278580,NULL,NULL,NULL
4702972,NBA,13,LAL,Lakers,G,Chris,Manon,2001-12-09,"6' 4""",209.0,30,Vanderbilt,USA,"New Milford, NJ",2026,4702972,NULL,NULL,NULL
5114350,NBA,13,LAL,Lakers,F,AK,Okereke,2003-07-02,"6' 7""",244.0,NULL,Vanderbilt,USA,"Clovis, CA",2026,5114350,NULL,NULL,NULL
4066457,NBA,13,LAL,Lakers,G,Austin,Reaves,1998-05-29,"6' 5""",197.0,15,Oklahoma,USA,"Newark, AR",2022,4066457,NULL,NULL,NULL
4277811,NBA,13,LAL,Lakers,G,Collin,Sexton,1999-01-04,"6' 3""",190.0,NULL,Alabama,USA,"Marietta, GA",2018,4277811,NULL,NULL,NULL
4683686,NBA,13,LAL,Lakers,G,Nick,Smith Jr.,2004-04-18,"6' 2""",185.0,20,Arkansas,USA,"Jacksonville, AR",2024,4683686,NULL,NULL,NULL
5106674,NBA,13,LAL,Lakers,G,Peter,Suder,2003-07-29,"6' 4""",213.0,35,Miami (OH),USA,"Carmel, IN",2026,5106674,NULL,NULL,NULL
5060631,NBA,13,LAL,Lakers,F,Adou,Thiero,2004-05-08,"6' 8""",220.0,1,Arkansas,USA,"Pittsburgh, PA",2026,5060631,NULL,NULL,NULL
4431695,NBA,13,LAL,Lakers,F,Drew,Timme,2000-09-09,"6' 10""",235.0,17,Gonzaga,USA,"Richardson, TX",2025,4431695,NULL,NULL,NULL
4278077,NBA,13,LAL,Lakers,F,Jarred,Vanderbilt,1999-04-03,"6' 8""",214.0,2,Kentucky,USA,"Houston, TX",2018,4278077,NULL,NULL,NULL
4896365,NBA,29,MEM,Grizzlies,G,Adama,Bal,2003-12-18,"6' 7""",200.0,72,Santa Clara,France,Le Mans,2026,4896365,NULL,NULL,NULL
5041935,NBA,29,MEM,Grizzlies,F,Cameron,Boozer,2007-07-18,"6' 8""",253.0,NULL,Duke,USA,"Miami, FL",2026,5041935,NULL,NULL,NULL
2581018,NBA,29,MEM,Grizzlies,G,Kentavious,Caldwell-Pope,1993-02-18,"6' 5""",204.0,3,Georgia,USA,"Thomaston, GA",2013,2581018,NULL,NULL,NULL
4896372,NBA,29,MEM,Grizzlies,G,Walter,Clayton Jr.,2003-03-06,"6' 4""",195.0,4,Florida,USA,"Lake Wales, FL",2026,4896372,NULL,NULL,NULL
4903027,NBA,29,MEM,Grizzlies,F,Cedric,Coward,2003-09-11,"6' 5""",206.0,23,Washington State,USA,"Fresno, CA",2026,4903027,NULL,NULL,NULL
4600663,NBA,29,MEM,Grizzlies,C,Zach,Edey,2002-03-14,"7' 3""",305.0,14,Purdue,Canada,"Toronto, ON",2025,4600663,NULL,NULL,NULL
3986,NBA,29,MEM,Grizzlies,F,Taj,Gibson,1985-06-24,"6' 9""",232.0,67,USC,USA,"Brooklyn, NY",2009,3986,NULL,NULL,NULL
2991070,NBA,29,MEM,Grizzlies,F,Jerami,Grant,1994-03-12,"6' 7""",213.0,9,Syracuse,USA,"Portland, OR",2014,2991070,NULL,NULL,NULL
4684806,NBA,29,MEM,Grizzlies,F,Taylor,Hendricks,2003-11-22,"6' 9""",215.0,22,UCF,USA,"Fort Lauderdale, FL",2024,4684806,NULL,NULL,NULL
5105550,NBA,29,MEM,Grizzlies,F,GG,Jackson,2004-12-17,"6' 9""",210.0,45,South Carolina,USA,"Columbia, SC",2024,5105550,NULL,NULL,NULL
4065733,NBA,29,MEM,Grizzlies,G,Ty,Jerome,1997-07-08,"6' 5""",195.0,2,Virginia,USA,"New Rochelle, NY",2019,4065733,NULL,NULL,NULL
5170947,NBA,29,MEM,Grizzlies,G,AJ,Johnson,2004-12-01,"6' 5""",160.0,NULL,NULL,USA,"Fresno, CA",2025,5170947,NULL,NULL,NULL
5231919,NBA,29,MEM,Grizzlies,F,Karim,Lopez,2007-04-12,"6' 8""",222.0,NULL,NULL,Mexico,Sonora,2026,5231919,NULL,NULL,NULL
4683934,NBA,29,MEM,Grizzlies,G,Jahmai,Mashack,2002-11-10,"6' 3""",197.0,21,Tennessee,USA,"Fontana, CA",2026,4683934,NULL,NULL,NULL
4594326,NBA,29,MEM,Grizzlies,F,Kris,Murray,2000-08-19,"6' 8""",218.0,24,Iowa,USA,"Cedar Rapids, IA",2024,4594326,NULL,NULL,NULL
4431785,NBA,29,MEM,Grizzlies,G,Scotty,Pippen Jr.,2000-11-10,"6' 2""",170.0,1,Vanderbilt,USA,"Los Angeles, CA",2023,4431785,NULL,NULL,NULL
4595400,NBA,29,MEM,Grizzlies,F,Olivier-Maxence,Prosper,2002-07-03,"6' 7""",230.0,18,Marquette,Canada,"Montreal, PQ",2024,4595400,NULL,NULL,NULL
3136776,NBA,29,MEM,Grizzlies,G,D'Angelo,Russell,1996-02-23,"6' 3""",193.0,NULL,Ohio State,USA,"Louisville, KY",2015,3136776,NULL,NULL,NULL
5105462,NBA,29,MEM,Grizzlies,G,Richie,Saunders,2001-09-19,"6' 5""",205.0,NULL,BYU,USA,"Riverton, UT",2026,5105462,NULL,NULL,NULL
4781746,NBA,29,MEM,Grizzlies,G,Javon,Small,2002-12-19,"6' 1""",190.0,10,West Virginia,USA,"South Bend, IN",2026,4781746,NULL,NULL,NULL
4433083,NBA,29,MEM,Grizzlies,G,Cam,Spencer,2000-04-06,"6' 3""",205.0,24,UConn,USA,"Davidsonville, MD",2025,4433083,NULL,NULL,NULL
4432810,NBA,29,MEM,Grizzlies,F,Isaiah,Stewart,2001-05-22,"6' 8""",250.0,NULL,Washington,USA,"Rochester, NY",2020,4432810,NULL,NULL,NULL
5112087,NBA,29,MEM,Grizzlies,F,Jaylen,Wells,2003-08-26,"6' 7""",206.0,0,Washington State,USA,"Sacramento, CA",2025,5112087,NULL,NULL,NULL
4432735,NBA,29,MEM,Grizzlies,F,Dariq,Whitehead,2004-08-01,"6' 6""",220.0,0,Duke,USA,"Newark, NJ",2025,4432735,NULL,NULL,NULL
4279147,NBA,29,MEM,Grizzlies,G,Lucas,Williamson,1999-01-28,"6' 4""",205.0,55,Loyola Chicago,USA,"Chicago, IL",2026,4279147,NULL,NULL,NULL
4066261,NBA,14,MIA,Heat,C,Bam,Adebayo,1997-07-18,"6' 9""",260.0,13,Kentucky,USA,"Newark, NJ",2017,4066261,NULL,NULL,NULL
3032977,NBA,14,MIA,Heat,F,Giannis,Antetokounmpo,1994-12-06,"6' 11""",243.0,7,NULL,Greece,Athens,2013,3032977,NULL,NULL,NULL
5107157,NBA,14,MIA,Heat,G,Ryan,Conwell,2004-06-15,"6' 3""",220.0,NULL,Louisville,USA,"Indianapolis, IN",2026,5107157,NULL,NULL,NULL
4837356,NBA,14,MIA,Heat,G,Tre,Donaldson,2003-12-11,"6' 2""",210.0,NULL,Miami,USA,"Tallahassee, FL",2026,4837356,NULL,NULL,NULL
3899664,NBA,14,MIA,Heat,F,Simone,Fontecchio,1995-12-09,"6' 7""",220.0,0,NULL,Italy,L'aquila,2023,3899664,NULL,NULL,NULL
4431772,NBA,14,MIA,Heat,F,Myron,Gardner,2001-05-21,"6' 5""",225.0,15,Little Rock,USA,"Detroit, MI",2026,4431772,NULL,NULL,NULL
4700818,NBA,14,MIA,Heat,C,Vladislav,Goldin,2001-05-12,"7' 0""",255.0,50,Michigan,Russia,Nalchick,2026,4700818,NULL,NULL,NULL
2528210,NBA,14,MIA,Heat,G,Tim,Hardaway Jr.,1992-03-16,"6' 5""",205.0,11,Michigan,USA,"Alameda, CA",2013,2528210,NULL,NULL,NULL
4431786,NBA,14,MIA,Heat,F,Keshad,Johnson,2001-06-23,"6' 6""",230.0,16,Arizona,USA,"Oakland, CA",2025,4431786,NULL,NULL,NULL
4997528,NBA,14,MIA,Heat,F,Nikola,Jovic,2003-06-09,"6' 10""",240.0,5,NULL,NULL,NULL,2023,4997528,NULL,NULL,NULL
4432645,NBA,14,MIA,Heat,G,Trevor,Keels,2003-08-26,"6' 5""",215.0,8,Duke,USA,"Clinton, MD",2025,4432645,NULL,NULL,NULL
4601025,NBA,14,MIA,Heat,G,Pelle,Larsson,2001-02-23,"6' 5""",215.0,9,Arizona,Sweden,Nacka,2025,4601025,NULL,NULL,NULL
4278053,NBA,14,MIA,Heat,G,Davion,Mitchell,1998-09-05,"6' 0""",210.0,45,Baylor,USA,"Hinesville, GA",2022,4278053,NULL,NULL,NULL
3064482,NBA,14,MIA,Heat,F,Bobby,Portis,1995-02-10,"6' 9""",250.0,95,Arkansas,USA,"Little Rock, AR",2015,3064482,NULL,NULL,NULL
4066993,NBA,14,MIA,Heat,G,Dru,Smith,1997-12-30,"6' 2""",200.0,12,Missouri,USA,"Evansville, IN",2023,4066993,NULL,NULL,NULL
3059319,NBA,14,MIA,Heat,F,Andrew,Wiggins,1995-02-23,"6' 7""",210.0,22,Kansas,Canada,"Thornhill, ON",2014,3059319,NULL,NULL,NULL
4433133,NBA,14,MIA,Heat,G,Jahmir,Young,2000-10-07,"6' 0""",185.0,17,Maryland,USA,"Upper Marlboro, MD",2025,4433133,NULL,NULL,NULL
5164559,NBA,15,MIL,Bucks,F,Nate,Ament,2006-12-10,"6' 10""",211.0,NULL,Tennessee,USA,"Manassas, VA",2026,5164559,NULL,NULL,NULL
5082206,NBA,15,MIL,Bucks,G,Brayden,Burries,2005-09-18,"6' 4""",215.0,NULL,Arizona,USA,"San Bernardino, CA",2026,5082206,NULL,NULL,NULL
